ticker,value_start,value_end,delta_value,delta_pct_of_total,from_date,to_date,window_type
PDS,27813.239999999998,0.0,-27813.239999999998,-86.0898052572735,2022-04-21,2022-06-07,dd_gt_10pct
PTEN,27494.520000000004,0.0,-27494.520000000004,-85.10327716016587,2022-04-21,2022-06-07,dd_gt_10pct
BTU,26814.0,0.0,-26814.0,-82.99687624198158,2022-04-21,2022-06-07,dd_gt_10pct
BBAI,26620.800000000003,0.0,-26620.800000000003,-82.39886786986439,2022-04-21,2022-06-07,dd_gt_10pct
EOLS,26142.35,0.0,-26142.35,-80.91793047007411,2022-04-21,2022-06-07,dd_gt_10pct
LNTH,25571.23,0.0,-25571.23,-79.15015334024191,2022-04-21,2022-06-07,dd_gt_10pct
GLNG,24743.04,0.0,-24743.04,-76.5866722134109,2022-04-21,2022-06-07,dd_gt_10pct
LXU,22982.96,0.0,-22982.96,-71.13872927554311,2022-04-21,2022-06-07,dd_gt_10pct
IPI,21639.39,0.0,-21639.39,-66.98000200574229,2022-04-21,2022-06-07,dd_gt_10pct
TRVI,30846.12,25799.15,-5046.9699999999975,-15.62179251461899,2022-04-21,2022-06-07,dd_gt_10pct
ATI,29.11,0.0,-29.11,-0.0901036424033745,2022-04-21,2022-06-07,dd_gt_10pct
KOS,6.93,0.0,-6.93,-0.021450300304204233,2022-04-21,2022-06-07,dd_gt_10pct
NFE,0.0,51.48,51.48,0.1593450879740886,2022-04-21,2022-06-07,dd_gt_10pct
SWX,0.0,93.5,93.5,0.2894088136281524,2022-04-21,2022-06-07,dd_gt_10pct
MUSA,0.0,246.06,246.06,0.7616249484635634,2022-04-21,2022-06-07,dd_gt_10pct
STNG,24878.7,27165.059999999998,2286.359999999997,7.076927648415632,2022-04-21,2022-06-07,dd_gt_10pct
TDW,22971.25,25743.120000000003,2771.8700000000026,8.57971773509591,2022-04-21,2022-06-07,dd_gt_10pct
BORR,0.0,4841.2,4841.2,14.984876454937018,2022-04-21,2022-06-07,dd_gt_10pct
AMR,24617.120000000003,31820.800000000003,7203.68,22.2974169257417,2022-04-21,2022-06-07,dd_gt_10pct
VHI,0.0,11610.0,11610.0,35.93621739275775,2022-04-21,2022-06-07,dd_gt_10pct
NEXT,12519.36,27352.170000000002,14832.810000000001,45.911721335527226,2022-04-21,2022-06-07,dd_gt_10pct
NC,0.0,23539.64,23539.64,72.86181054153798,2022-04-21,2022-06-07,dd_gt_10pct
MYE,0.0,24326.4,24326.4,75.29705415875814,2022-04-21,2022-06-07,dd_gt_10pct
TRMD,0.0,26140.4,26140.4,80.91189467128721,2022-04-21,2022-06-07,dd_gt_10pct
TH,0.0,26475.92,26475.92,81.95042349640505,2022-04-21,2022-06-07,dd_gt_10pct
SIGA,0.0,26733.66,26733.66,82.74820133196141,2022-04-21,2022-06-07,dd_gt_10pct
AR,2676.1800000000003,32995.73,30319.550000000003,93.84754005603688,2022-04-21,2022-06-07,dd_gt_10pct
CVI,0.0,30622.77,30622.77,94.78609129099226,2022-04-21,2022-06-07,dd_gt_10pct
CRK,0.0,31811.88,31811.88,98.46672139124223,2022-04-21,2022-06-07,dd_gt_10pct
PBF,0.0,32280.120000000003,32280.120000000003,99.91605596764059,2022-04-21,2022-06-07,dd_gt_10pct
AR,32053.19,0.0,-32053.19,-575.3522447723059,2022-06-08,2024-08-15,dd_gt_10pct
CRK,31397.2,0.0,-31397.2,-563.577275758358,2022-06-08,2024-08-15,dd_gt_10pct
PBF,30892.68,0.0,-30892.68,-554.5211813561309,2022-06-08,2024-08-15,dd_gt_10pct
AMR,30625.76,0.0,-30625.76,-549.7299883056224,2022-06-08,2024-08-15,dd_gt_10pct
CVI,30395.25,0.0,-30395.25,-545.5923518974378,2022-06-08,2024-08-15,dd_gt_10pct
STNG,27661.53,0.0,-27661.53,-496.5222924562729,2022-06-08,2024-08-15,dd_gt_10pct
NEXT,27506.050000000003,0.0,-27506.050000000003,-493.73143865928125,2022-06-08,2024-08-15,dd_gt_10pct
TH,26208.1,0.0,-26208.1,-470.43333803022637,2022-06-08,2024-08-15,dd_gt_10pct
TRMD,25646.84,0.0,-25646.84,-460.3587650812966,2022-06-08,2024-08-15,dd_gt_10pct
TDW,25589.2,0.0,-25589.2,-459.32413160523157,2022-06-08,2024-08-15,dd_gt_10pct
TRVI,25381.350000000002,0.0,-25381.350000000002,-455.59324041855336,2022-06-08,2024-08-15,dd_gt_10pct
SIGA,24539.440000000002,0.0,-24539.440000000002,-440.4810219967285,2022-06-08,2024-08-15,dd_gt_10pct
NC,23844.84,0.0,-23844.84,-428.0130065131262,2022-06-08,2024-08-15,dd_gt_10pct
MYE,23760.0,0.0,-23760.0,-426.49013517188115,2022-06-08,2024-08-15,dd_gt_10pct
VHI,11145.6,0.0,-11145.6,-200.06264522608242,2022-06-08,2024-08-15,dd_gt_10pct
BORR,4739.28,0.0,-4739.28,-85.06970403271855,2022-06-08,2024-08-15,dd_gt_10pct
MUSA,243.83,0.0,-243.83,-4.376729362750833,2022-06-08,2024-08-15,dd_gt_10pct
SWX,92.21,0.0,-92.21,-1.655162262802995,2022-06-08,2024-08-15,dd_gt_10pct
NFE,50.4,0.0,-50.4,-0.9046760443039903,2022-06-08,2024-08-15,dd_gt_10pct
CRVS,0.0,3.8,3.8,0.06820970175307862,2022-06-08,2024-08-15,dd_gt_10pct
PLSE,0.0,19.09,19.09,0.3426640017016503,2022-06-08,2024-08-15,dd_gt_10pct
AMSC,0.0,42.44,42.44,0.7617946690528045,2022-06-08,2024-08-15,dd_gt_10pct
ADMA,0.0,12875.88,12875.88,231.12103542327108,2022-06-08,2024-08-15,dd_gt_10pct
LTH,0.0,22207.5,22207.5,398.6228820214457,2022-06-08,2024-08-15,dd_gt_10pct
RYAM,0.0,23127.06,23127.06,415.1289118488302,2022-06-08,2024-08-15,dd_gt_10pct
CORZ,0.0,23427.8,23427.8,420.527171244941,2022-06-08,2024-08-15,dd_gt_10pct
INSM,0.0,24169.64,24169.64,433.8431410208631,2022-06-08,2024-08-15,dd_gt_10pct
CDNA,0.0,24295.95,24295.95,436.1103956072924,2022-06-08,2024-08-15,dd_gt_10pct
LUMN,0.0,24918.44,24918.44,447.28404225052225,2022-06-08,2024-08-15,dd_gt_10pct
TROO,0.0,25550.9,25550.9,458.6366496112466,2022-06-08,2024-08-15,dd_gt_10pct
CINT,0.0,25893.0,25893.0,464.777317761175,2022-06-08,2024-08-15,dd_gt_10pct
PSIX,0.0,26740.525,26740.525,479.9903249923008,2022-06-08,2024-08-15,dd_gt_10pct
EOSE,0.0,31303.879999999997,31303.879999999997,561.9021890826745,2022-06-08,2024-08-15,dd_gt_10pct
TSSI,0.0,32194.5,32194.5,577.8887481814448,2022-06-08,2024-08-15,dd_gt_10pct
HROW,0.0,32342.52,32342.52,580.5456955639423,2022-06-08,2024-08-15,dd_gt_10pct
CLOV,0.0,38623.200000000004,38623.200000000004,693.2834086182913,2022-06-08,2024-08-15,dd_gt_10pct
ASTS,0.0,39607.68,39607.68,710.9547473503626,2022-06-08,2024-08-15,dd_gt_10pct
DRUG,42558.479999999996,0.0,-42558.479999999996,-13.815771597661138,2025-01-08,2025-05-09,dd_gt_10pct
DXYZ,36835.4,0.0,-36835.4,-11.957886491916234,2025-01-08,2025-05-09,dd_gt_10pct
REAL,34466.04,0.0,-34466.04,-11.18872047394204,2025-01-08,2025-05-09,dd_gt_10pct
RCAT,34389.81,0.0,-34389.81,-11.163973907126454,2025-01-08,2025-05-09,dd_gt_10pct
MVST,33749.76,0.0,-33749.76,-10.95619429161662,2025-01-08,2025-05-09,dd_gt_10pct
UMAC,33005.08,0.0,-33005.08,-10.714448609126402,2025-01-08,2025-05-09,dd_gt_10pct
IONQ,31732.25,0.0,-31732.25,-10.301249440296804,2025-01-08,2025-05-09,dd_gt_10pct
SOUN,28282.66,0.0,-28282.66,-9.181408046864146,2025-01-08,2025-05-09,dd_gt_10pct
QBTS,27126.699999999997,0.0,-27126.699999999997,-8.806148419733844,2025-01-08,2025-05-09,dd_gt_10pct
RGTI,24577.92,0.0,-24577.92,-7.978737235577673,2025-01-08,2025-05-09,dd_gt_10pct
PDYN,23134.399999999998,0.0,-23134.399999999998,-7.510126922975911,2025-01-08,2025-05-09,dd_gt_10pct
QUBT,22366.87,0.0,-22366.87,-7.26096343841648,2025-01-08,2025-05-09,dd_gt_10pct
RR,10996.800000000001,0.0,-10996.800000000001,-3.569894345502002,2025-01-08,2025-05-09,dd_gt_10pct
RDDT,172.01,0.0,-172.01,-0.05583965575165496,2025-01-08,2025-05-09,dd_gt_10pct
ALAB,130.77,0.0,-130.77,-0.04245190269544748,2025-01-08,2025-05-09,dd_gt_10pct
CRDO,73.02,0.0,-73.02,-0.02370450359273208,2025-01-08,2025-05-09,dd_gt_10pct
BTDR,18.58,0.0,-18.58,-0.006031630741618215,2025-01-08,2025-05-09,dd_gt_10pct
TMC,0.0,3.11,3.11,0.0010096001941029414,2025-01-08,2025-05-09,dd_gt_10pct
IDR,0.0,14.33,14.33,0.00465195201977336,2025-01-08,2025-05-09,dd_gt_10pct
ROOT,0.0,147.42,147.42,0.04785699698220437,2025-01-08,2025-05-09,dd_gt_10pct
SHMD,0.0,21213.26,21213.26,6.886466692461787,2025-01-08,2025-05-09,dd_gt_10pct
STNE,0.0,25143.3,25143.3,8.162276707520414,2025-01-08,2025-05-09,dd_gt_10pct
PVLA,0.0,25183.62,25183.62,8.175365800712127,2025-01-08,2025-05-09,dd_gt_10pct
UAMY,0.0,25866.079999999998,25866.079999999998,8.396912986714536,2025-01-08,2025-05-09,dd_gt_10pct
ITRG,0.0,26959.28,26959.28,8.751798817001783,2025-01-08,2025-05-09,dd_gt_10pct
ORLA,0.0,27505.8,27505.8,8.929215761722405,2025-01-08,2025-05-09,dd_gt_10pct
AU,0.0,27865.6,27865.6,9.046017739162354,2025-01-08,2025-05-09,dd_gt_10pct
NUTX,0.0,29820.31,29820.31,9.680575808427616,2025-01-08,2025-05-09,dd_gt_10pct
CNL,0.0,30430.839999999997,30430.839999999997,9.878772337850657,2025-01-08,2025-05-09,dd_gt_10pct
FBYD,0.0,30583.18,30583.18,9.92822651584733,2025-01-08,2025-05-09,dd_gt_10pct
HRTG,0.0,35283.12,35283.12,11.453969389246744,2025-01-08,2025-05-09,dd_gt_10pct
ASM,0.0,37378.88,37378.88,12.134316560562878,2025-01-08,2025-05-09,dd_gt_10pct
TDUP,0.0,43740.83,43740.83,14.19959821807838,2025-01-08,2025-05-09,dd_gt_10pct
RGC,0.0,304520.32,304520.32,98.8565190290321,2025-01-08,2025-05-09,dd_gt_10pct
HRTG,38591.42,35604.56,-2986.8600000000006,-6.502152537591038,2025-05-13,2025-05-15,dd_gt_10pct
FBYD,7.78,7.15,-0.6299999999999999,-0.0013714590234166827,2025-05-13,2025-05-15,dd_gt_10pct
STNE,13.89,13.28,-0.6100000000000012,-0.0013279206417209177,2025-05-13,2025-05-15,dd_gt_10pct
SHMD,3.2,2.97,-0.22999999999999998,-0.0005006913895013286,2025-05-13,2025-05-15,dd_gt_10pct
ROMA,38616.340000000004,38616.340000000004,0.0,0.0,2025-05-13,2025-05-15,dd_gt_10pct
DBVT,25661.65,26292.1,630.4499999999971,1.3724386370048314,2025-05-13,2025-05-15,dd_gt_10pct
ASM,35072.19,38536.11,3463.9199999999983,7.54067355618018,2025-05-13,2025-05-15,dd_gt_10pct
TDUP,44232.299999999996,48093.85,3861.550000000003,8.406281891864596,2025-05-13,2025-05-15,dd_gt_10pct
ASST,38613.96,44435.16,5821.200000000004,12.67228137637016,2025-05-13,2025-05-15,dd_gt_10pct
AEVA,38616.079999999994,48569.560000000005,9953.48000000001,21.667920572059522,2025-05-13,2025-05-15,dd_gt_10pct
NUTX,31104.710000000003,42918.72,11814.009999999998,25.71814383688083,2025-05-13,2025-05-15,dd_gt_10pct
RGC,46517.799999999996,59898.0,13380.200000000004,29.127612738285563,2025-05-13,2025-05-15,dd_gt_10pct
GRPN,53216.86,0.0,-53216.86,47.02639528603988,2025-06-25,2025-06-26,dd_gt_10pct
ASM,50659.829999999994,3.6,-50656.229999999996,44.76363121913904,2025-06-25,2025-06-26,dd_gt_10pct
CTGO,43371.25,20.94,-43350.31,38.307574212991284,2025-06-25,2025-06-26,dd_gt_10pct
TMDX,42945.72,0.0,-42945.72,37.950048247183105,2025-06-25,2025-06-26,dd_gt_10pct
HRTG,40452.72,0.0,-40452.72,35.74704710340842,2025-06-25,2025-06-26,dd_gt_10pct
QBTS,34769.36,0.0,-34769.36,30.724805394429954,2025-06-25,2025-06-26,dd_gt_10pct
AEVA,67820.25,53125.48,-14694.769999999997,12.985397159047718,2025-06-25,2025-06-26,dd_gt_10pct
ASST,32263.5,27331.5,-4932.0,4.358283851222126,2025-06-25,2025-06-26,dd_gt_10pct
MFI,54523.2,53099.28,-1423.9199999999983,1.258282145464761,2025-06-25,2025-06-26,dd_gt_10pct
TDUP,54397.76,53100.32,-1297.4400000000023,1.1465149634893848,2025-06-25,2025-06-26,dd_gt_10pct
NUTX,241.18,0.0,-241.18,0.21312467543344532,2025-06-25,2025-06-26,dd_gt_10pct
SBET,10.28,0.0,-10.28,0.009084176397113432,2025-06-25,2025-06-26,dd_gt_10pct
ROMA,3.12,3.2813,0.16129999999999978,-0.00014253673665898782,2025-06-25,2025-06-26,dd_gt_10pct
GSIW,79.92,85.68,5.760000000000005,-0.00508996654157329,2025-06-25,2025-06-26,dd_gt_10pct
MVST,42287.7,42614.32,326.6200000000026,-0.288625845800118,2025-06-25,2025-06-26,dd_gt_10pct
CMP,42234.829999999994,42689.9,455.070000000007,-0.40213386702669973,2025-06-25,2025-06-26,dd_gt_10pct
CTMX,39640.77,41434.47,1793.7000000000044,-1.5850473933368099,2025-06-25,2025-06-26,dd_gt_10pct
DAVE,44769.780000000006,48119.94,3350.159999999996,-2.960451789742559,2025-06-25,2025-06-26,dd_gt_10pct
SEZL,30958.0,44159.04,13201.04,-11.665425679508786,2025-06-25,2025-06-26,dd_gt_10pct
RGC,18970.29,44236.29,25266.0,-22.326926152671987,2025-06-25,2025-06-26,dd_gt_10pct
CAR,0.0,41956.200000000004,41956.200000000004,-37.075634411728664,2025-06-25,2025-06-26,dd_gt_10pct
TMC,7.49,44243.159999999996,44235.67,-39.08994448681894,2025-06-25,2025-06-26,dd_gt_10pct
NNNN,0.0,44236.6,44236.6,-39.09076630433347,2025-06-25,2025-06-26,dd_gt_10pct
RGC,31988.6,22698.76,-9289.84,-53.85690802107818,2025-07-01,2025-07-02,dd_gt_10pct
TDUP,52761.67,51271.61,-1490.0599999999977,-8.638472176688474,2025-07-01,2025-07-02,dd_gt_10pct
MVST,38918.18,38592.049999999996,-326.13000000000466,-1.8907056970749205,2025-07-01,2025-07-02,dd_gt_10pct
ASM,3.47,3.37,-0.10000000000000009,-0.0005797398881044048,2025-07-01,2025-07-02,dd_gt_10pct
ROMA,3.145,3.28,0.1349999999999998,0.0007826488489409446,2025-07-01,2025-07-02,dd_gt_10pct
GSIW,86.24000000000001,86.8,0.5599999999999881,0.0032465433733845947,2025-07-01,2025-07-02,dd_gt_10pct
CTGO,19.28,20.1,0.8200000000000003,0.004753867082456117,2025-07-01,2025-07-02,dd_gt_10pct
SEZL,45079.020000000004,46348.700000000004,1269.6800000000003,7.360841411284001,2025-07-01,2025-07-02,dd_gt_10pct
CAR,40222.259999999995,41558.4,1336.1400000000067,7.746136540918227,2025-07-01,2025-07-02,dd_gt_10pct
CMP,46178.77,47717.34,1538.5699999999997,8.91970399640793,2025-07-01,2025-07-02,dd_gt_10pct
DAVE,51612.66,53465.939999999995,1853.2799999999916,10.744203398261254,2025-07-01,2025-07-02,dd_gt_10pct
CTMX,42331.32,44483.76,2152.4400000000023,12.478553247514453,2025-07-01,2025-07-02,dd_gt_10pct
TMC,36602.28,39313.56,2711.279999999999,15.718371638197084,2025-07-01,2025-07-02,dd_gt_10pct
ASST,25619.0,28770.0,3151.0,18.267603874169776,2025-07-01,2025-07-02,dd_gt_10pct
AEVA,45368.78,48883.04,3514.260000000002,20.37356699169785,2025-07-01,2025-07-02,dd_gt_10pct
MFI,51481.560000000005,56049.24,4567.679999999993,26.480662920967212,2025-07-01,2025-07-02,dd_gt_10pct
NNNN,41343.6,47603.00000000001,6259.400000000009,36.28823855600713,2025-07-01,2025-07-02,dd_gt_10pct
ASST,45621.0,0.0,-45621.0,99.36110900562042,2025-07-11,2025-09-11,dd_gt_10pct
CAR,44784.09,0.0,-44784.09,97.53834524029537,2025-07-11,2025-09-11,dd_gt_10pct
CTMX,43407.54,0.0,-43407.54,94.54026245820629,2025-07-11,2025-09-11,dd_gt_10pct
GSIW,42739.200000000004,0.0,-42739.200000000004,93.08463887273433,2025-07-11,2025-09-11,dd_gt_10pct
PRME,42738.75,0.0,-42738.75,93.08365878682974,2025-07-11,2025-09-11,dd_gt_10pct
ROMA,42738.132600000004,0.0,-42738.132600000004,93.08231410896867,2025-07-11,2025-09-11,dd_gt_10pct
TNGX,42737.509999999995,0.0,-42737.509999999995,93.08095810567046,2025-07-11,2025-09-11,dd_gt_10pct
OUST,42735.54,0.0,-42735.54,93.07666750737712,2025-07-11,2025-09-11,dd_gt_10pct
RGC,42730.75,0.0,-42730.75,93.0662350374151,2025-07-11,2025-09-11,dd_gt_10pct
AEVA,42725.700000000004,0.0,-42725.700000000004,93.05523629559713,2025-07-11,2025-09-11,dd_gt_10pct
SEZL,42709.409999999996,0.0,-42709.409999999996,93.01975718585157,2025-07-11,2025-09-11,dd_gt_10pct
NEGG,42691.08,0.0,-42691.08,92.9798350200053,2025-07-11,2025-09-11,dd_gt_10pct
MFI,42728.98,71.4,-42657.58,92.90687306933152,2025-07-11,2025-09-11,dd_gt_10pct
TMC,40484.340000000004,0.0,-40484.340000000004,88.17362442209945,2025-07-11,2025-09-11,dd_gt_10pct
LEU,18782.4,0.0,-18782.4,40.907478875674904,2025-07-11,2025-09-11,dd_gt_10pct
NNNN,51328.92,40127.97,-11200.949999999997,24.395318250728913,2025-07-11,2025-09-11,dd_gt_10pct
PROK,13.620000000000001,0.0,-13.620000000000001,0.029663933378412357,2025-07-11,2025-09-11,dd_gt_10pct
MVST,3.01,0.0,-3.01,0.006555685717255594,2025-07-11,2025-09-11,dd_gt_10pct
TLRY,0.0,2.12,2.12,-0.004617293594877694,2025-07-11,2025-09-11,dd_gt_10pct
ESPR,0.0,2.79,2.79,-0.0060765326083531915,2025-07-11,2025-09-11,dd_gt_10pct
GPRE,0.0,19.54,19.54,-0.04255750794524063,2025-07-11,2025-09-11,dd_gt_10pct
MP,0.0,63.03,63.03,-0.13727736570053822,2025-07-11,2025-09-11,dd_gt_10pct
VOR,0.0,38706.69,38706.69,-84.3019584037342,2025-07-11,2025-09-11,dd_gt_10pct
SATS,0.0,40291.920000000006,40291.920000000006,-87.754539689304,2025-07-11,2025-09-11,dd_gt_10pct
AMPX,0.0,41229.100000000006,41229.100000000006,-89.7956883738547,2025-07-11,2025-09-11,dd_gt_10pct
LWLG,0.0,42086.63,42086.63,-91.66336185329594,2025-07-11,2025-09-11,dd_gt_10pct
CRML,0.0,42631.89,42631.89,-92.85092105402379,2025-07-11,2025-09-11,dd_gt_10pct
URGN,0.0,42754.25,42754.25,-93.11741730132059,2025-07-11,2025-09-11,dd_gt_10pct
VSAT,0.0,44737.82,44737.82,-97.43757062961849,2025-07-11,2025-09-11,dd_gt_10pct
CELC,0.0,46575.73,46575.73,-101.44048104044947,2025-07-11,2025-09-11,dd_gt_10pct
BE,0.0,51746.01,51746.01,-112.70118893088544,2025-07-11,2025-09-11,dd_gt_10pct
IREN,162.3,52954.200000000004,52791.9,-114.97910459029421,2025-07-11,2025-09-11,dd_gt_10pct
ONDS,0.0,53684.04,53684.04,-116.92215756564053,2025-07-11,2025-09-11,dd_gt_10pct
OPEN,0.0,88262.8,88262.8,-192.2336137292316,2025-07-11,2025-09-11,dd_gt_10pct
CRML,41176.8,37319.04,-3857.760000000002,-10.178200831719977,2025-10-22,2025-10-23,dd_gt_10pct
UAMY,31398.449999999997,28093.350000000002,-3305.099999999995,-8.720078897836471,2025-10-22,2025-10-23,dd_gt_10pct
AREC,3.72,3.63,-0.0900000000000003,-0.00023745336020250106,2025-10-22,2025-10-23,dd_gt_10pct
PEPG,4.55,4.5,-0.04999999999999982,-0.00013191853344583302,2025-10-22,2025-10-23,dd_gt_10pct
OPEN,6.82,7.03,0.20999999999999996,0.0005540578404725005,2025-10-22,2025-10-23,dd_gt_10pct
LWLG,4.37,4.69,0.3200000000000003,0.000844278614053335,2025-10-22,2025-10-23,dd_gt_10pct
WOLF,52651.28,52847.74,196.45999999999913,0.5183343016153666,2025-10-22,2025-10-23,dd_gt_10pct
NRGV,51367.04,52140.64,773.5999999999985,2.041043549473932,2025-10-22,2025-10-23,dd_gt_10pct
RLMD,50921.3,52586.95,1665.6499999999942,4.394602104681035,2025-10-22,2025-10-23,dd_gt_10pct
ONDS,46479.04,48685.759999999995,2206.719999999994,5.822145322511777,2025-10-22,2025-10-23,dd_gt_10pct
BITF,42394.4,44815.4,2421.0,6.387495389447258,2025-10-22,2025-10-23,dd_gt_10pct
RGTI,27982.56,30725.719999999998,2743.159999999996,7.237472884145442,2025-10-22,2025-10-23,dd_gt_10pct
BW,47352.36,50914.920000000006,3562.560000000005,9.399353810255784,2025-10-22,2025-10-23,dd_gt_10pct
BE,53696.530000000006,57707.98,4011.449999999997,10.583692019825767,2025-10-22,2025-10-23,dd_gt_10pct
APLD,45685.04,49802.96000000001,4117.9200000000055,10.864599344945347,2025-10-22,2025-10-23,dd_gt_10pct
IREN,53333.07,57479.94,4146.870000000003,10.940980175810477,2025-10-22,2025-10-23,dd_gt_10pct
SNDK,53048.95,60305.05,7256.100000000006,19.144281410726265,2025-10-22,2025-10-23,dd_gt_10pct
BETR,39162.420000000006,51125.579999999994,11963.159999999989,31.563250451557117,2025-10-22,2025-10-23,dd_gt_10pct
SNDK,46050.6,0.0,-46050.6,123.75056886226339,2025-11-20,2025-11-21,dd_gt_10pct
ANRO,60080.9,56259.5,-3821.4000000000015,10.269147934017223,2025-11-20,2025-11-21,dd_gt_10pct
AXTI,57550.49999999999,54383.7,-3166.7999999999956,8.510058532853321,2025-11-20,2025-11-21,dd_gt_10pct
BW,59207.04,56480.4,-2726.6399999999994,7.327228116085388,2025-11-20,2025-11-21,dd_gt_10pct
RLMD,56596.32000000001,55941.27,-655.0500000000102,1.760298674354447,2025-11-20,2025-11-21,dd_gt_10pct
IRWD,52675.89,52509.72,-166.16999999999825,0.44654428015795866,2025-11-20,2025-11-21,dd_gt_10pct
HYMC,9.78,9.6,-0.17999999999999972,0.00048370927621371653,2025-11-20,2025-11-21,dd_gt_10pct
NRGV,2.93,3.01,0.07999999999999963,-0.0002149819005394289,2025-11-20,2025-11-21,dd_gt_10pct
DVLT,1.74,2.55,0.8099999999999998,-0.0021766917429617274,2025-11-20,2025-11-21,dd_gt_10pct
ARWR,38.09,40.45,2.3599999999999994,-0.006341966065913181,2025-11-20,2025-11-21,dd_gt_10pct
GSAT,1303.065,1306.3999999999999,3.334999999999809,-0.00896205797873697,2025-11-20,2025-11-21,dd_gt_10pct
TERN,53107.74,53524.71,416.97000000000116,-1.1205125383490793,2025-11-20,2025-11-21,dd_gt_10pct
BETR,43719.0,44509.399999999994,790.3999999999942,-2.124021177329552,2025-11-20,2025-11-21,dd_gt_10pct
PRAX,43155.67,44657.4,1501.7300000000032,-4.035559618713484,2025-11-20,2025-11-21,dd_gt_10pct
IVVD,43953.6,45785.0,1831.4000000000015,-4.9214731580989035,2025-11-20,2025-11-21,dd_gt_10pct
GLUE,51659.92,54334.62,2674.7000000000044,-7.1876511171601765,2025-11-20,2025-11-21,dd_gt_10pct
INBX,53652.48,56400.96000000001,2748.480000000003,-7.385918174932662,2025-11-20,2025-11-21,dd_gt_10pct
PEPG,49484.979999999996,54054.32,4569.340000000004,-12.279067467635493,2025-11-20,2025-11-21,dd_gt_10pct
GRAL,52417.8,57252.6,4834.799999999996,-12.992431159100434,2025-11-20,2025-11-21,dd_gt_10pct
