date,variant,equity,cash_free,cash_pending,n_tickers,max_concentration,cost_total_cum,ret_cash,regime_defensive_used,rebalance_cadence,is_rebalance_day,inter_rebalance_age,equity_base100
2024-09-05,ARM_V1,101362.70904175304,101362.70904175304,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.34127455788821
2024-09-06,ARM_V1,101384.14805918132,101384.14805918132,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.36270904175304
2024-09-09,ARM_V1,101405.59161113192,101405.59161113192,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.3841480591813
2024-09-10,ARM_V1,101427.03969856395,101427.03969856395,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.40559161113191
2024-09-11,ARM_V1,101448.49232243671,101448.49232243671,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.42703969856395
2024-09-12,ARM_V1,101469.94948370967,101469.94948370967,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.4484923224367
2024-09-13,ARM_V1,101491.41118334254,101491.41118334254,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.46994948370967
2024-09-16,ARM_V1,101466.13610029696,198.17610029694205,0.0,20,0.050011168208711834,25.316989999999997,0.00021150793650793651,0,10,1,0,101.44467974541429
2024-09-17,ARM_V1,101436.22693170402,0.7869317040465369,0.0,20,0.05836149646995305,25.366324999999996,0.00021150793650793651,1,10,0,1,101.41477690151018
2024-09-18,ARM_V1,101178.48709814636,0.7870981463474325,0.0,20,0.05451257632118762,25.366324999999996,0.00021150793650793651,1,10,0,2,101.15709157044515
2024-09-19,ARM_V1,101570.54708650683,0.7872490068254824,1240.3398375000002,20,0.0540944216370171,25.676487499999997,0.00019166666666666667,1,10,0,3,101.54906865254183
2024-09-20,ARM_V1,101607.71741096662,1.197410966614281,0.0,20,0.05316899284479858,25.986392499999997,0.00019166666666666667,1,10,0,4,101.58623111684548
2024-09-23,ARM_V1,100935.60264047039,1.1976404703828818,0.0,20,0.05849353296111143,25.986392499999997,0.00019166666666666667,1,10,0,5,100.91425847389634
2024-09-24,ARM_V1,100925.23787001816,1.197870018139705,0.0,20,0.0577763315010451,25.986392499999997,0.00019166666666666667,1,10,0,6,100.90389589521173
2024-09-25,ARM_V1,100043.2303496099,1.1980996098931818,4069.98225,20,0.059279973060397326,27.004142499999997,0.00019166666666666667,1,10,0,7,100.02207488694532
2024-09-26,ARM_V1,100356.19590395305,822.3759039530478,0.0,20,0.05957499630338715,27.81618,0.00019166666666666667,1,10,0,8,100.33497426058761
2024-09-27,ARM_V1,102275.29559342249,0.5255934224825537,0.0,20,0.06578949453002345,28.02159125,0.00019166666666666667,1,10,0,9,102.2536681310757
2024-09-30,ARM_V1,102924.51069166124,0.5256941612218629,42409.4049975,18,0.06002991861199662,38.62659375000001,0.00019166666666666667,0,10,1,0,102.90274594420559
2024-10-01,ARM_V1,100792.11294421875,4.722944218735433,0.0,26,0.058149887216310994,49.22524625000001,0.00019166666666666667,0,10,0,1,100.77079912043654
2024-10-02,ARM_V1,102185.26384944971,4.72384944971069,0.0,26,0.06033991367957118,49.22524625000001,0.00019166666666666667,1,10,0,2,102.16365542550454
2024-10-03,ARM_V1,101432.3147548542,4.724754854188551,0.0,26,0.057908074110266744,49.22524625000001,0.00019166666666666667,1,10,0,3,101.41086555194182
2024-10-04,ARM_V1,103949.4856604322,4.72566043220227,0.0,26,0.059865616077490136,49.22524625000001,0.00019166666666666667,1,10,0,4,103.92750416847909
2024-10-07,ARM_V1,101027.9565661838,4.726566183785108,0.0,26,0.06257911388971109,49.22524625000001,0.00019166666666666667,1,10,0,5,101.00659287015212
2024-10-08,ARM_V1,101036.10402210896,4.727472108970333,3252.98655,25,0.0608736852982192,50.038696250000015,0.00019166666666666667,1,10,0,6,101.0147386031901
2024-10-09,ARM_V1,100544.21070742032,24.710707420291286,0.0,25,0.0673228219941702,50.84674625000002,0.00019166666666666667,1,10,0,7,100.52294930584095
2024-10-10,ARM_V1,100042.44222333083,6.097223330817676,0.0,25,0.06559975800420337,50.851398750000016,0.00019166666666666667,1,10,0,8,100.02128692732595
2024-10-11,ARM_V1,103355.5364572554,1.7164572554144157,0.0,25,0.0684836075803961,50.852493750000015,0.00019166666666666667,1,10,0,9,103.3336805637076
2024-10-14,ARM_V1,103386.91437374306,1.7167862430550367,48637.4875875,17,0.060013784506327994,63.01490625000002,0.00019166666666666667,0,10,1,0,103.36505184492029
2024-10-15,ARM_V1,105063.26008438689,5.600084386879345,0.0,27,0.061412143453549985,75.17026875,0.00019166666666666667,0,10,0,1,105.04104307011848
2024-10-16,ARM_V1,108291.9211577364,5.60115773638683,0.0,27,0.06489237539487465,75.17026875,0.00019166666666666667,0,10,0,2,108.26902140043227
2024-10-17,ARM_V1,107889.21046443329,1.600464433286304,0.0,27,0.07619204890474103,75.17126875000001,0.00019166666666666667,1,10,0,3,107.86639586562518
2024-10-18,ARM_V1,110076.480771189,1.6007711889693506,0.0,27,0.08820467307800474,75.17126875000001,0.00019166666666666667,1,10,0,4,110.05320364517992
2024-10-21,ARM_V1,110274.62107800346,1.6010780034472363,0.0,27,0.092546951422132,75.17126875000001,0.00019166666666666667,1,10,0,5,110.251302052609
2024-10-22,ARM_V1,110193.38638487674,1.6013848767312302,0.0,27,0.08473303440723952,75.17126875000001,0.00019166666666666667,1,10,0,6,110.17008453763127
2024-10-23,ARM_V1,107711.25669180883,1.6016918088326035,0.0,27,0.0838057253925482,75.17126875000001,0.00019166666666666667,1,10,0,7,107.68847972367679
2024-10-24,ARM_V1,108339.66199879977,1.6019987997626297,0.0,27,0.08145853362638117,75.17126875000001,0.00019166666666666667,1,10,0,8,108.3167521460641
2024-10-25,ARM_V1,108731.08399084953,1.6023058495325841,4892.036685,26,0.08444613686342649,76.39458375000001,0.00019166666666666667,1,10,0,9,108.70809136676283
2024-10-28,ARM_V1,109811.45720981137,0.3520423113796941,47343.491167500004,17,0.06008808340820791,89.45643225,0.00019166666666666667,1,10,1,0,109.7882361265354
2024-10-29,ARM_V1,112262.07574203481,12.535742034842102,0.0,24,0.07259744616452321,101.28630225,0.00019166666666666667,0,10,0,1,112.23833644309664
2024-10-30,ARM_V1,110167.14067284211,4.674672842107112,0.0,24,0.07325596317295978,101.28826725,0.00019166666666666667,0,10,0,2,110.14384437559916
2024-10-31,ARM_V1,108297.49661043113,0.013510431110182285,0.0,24,0.07316817330047842,101.28943225,0.00019166666666666667,1,10,0,3,108.27459567412386
2024-11-01,ARM_V1,108140.29651302061,0.013513020609478402,0.0,24,0.06973145296575041,101.28943225,0.00019166666666666667,1,10,0,4,108.11742881875061
2024-11-04,ARM_V1,104146.08898561062,0.013515610605095218,3257.30547,23,0.07000282075889856,102.10396225000001,0.00019166666666666667,1,10,0,5,104.12406591928722
2024-11-05,ARM_V1,107675.91523175157,2182.728576751555,7771.4366549999995,22,0.06743773651118914,104.31599225000002,0.00019166666666666667,1,10,0,6,107.65314573703813
2024-11-06,ARM_V1,111767.10070521585,8229.290705215848,0.0,22,0.06842174442879793,104.74749725000002,0.00019166666666666667,1,10,0,7,111.74346607528803
2024-11-07,ARM_V1,113741.1187284801,1018.203453480097,6167.757674999999,23,0.06934660119555341,108.09219225000004,0.00019166666666666667,0,10,0,8,113.71706666636376
2024-11-08,ARM_V1,117742.65658949343,5656.796589493429,0.0,23,0.07636145013567068,108.47464475000005,0.00018174603174603174,0,10,0,9,117.71775834933462
2024-11-11,ARM_V1,116203.61352867064,1.8335351706157565,43165.2319935,17,0.06063012832438034,120.68203875000003,0.00018174603174603174,1,10,1,0,116.17904073949836
2024-11-12,ARM_V1,118448.91210944366,30673.235184443653,7143.313725,18,0.07927468334469708,125.59238375000005,0.00018174603174603174,1,10,0,1,118.42386452222526
2024-11-13,ARM_V1,119530.50155273221,7398.470352732192,0.0,23,0.07435558191880474,133.19533875000008,0.00018174603174603174,1,10,0,2,119.50522524913785
2024-11-14,ARM_V1,116441.66384856944,1491.8350810694203,9258.6147675,24,0.07036931394810765,136.9869287500001,0.00018174603174603174,1,10,0,3,116.41704072051229
2024-11-15,ARM_V1,117029.531735181,2.0037726809771197,8458.0349625,24,0.06143133184765862,141.7884062500001,0.00018174603174603174,1,10,0,4,117.00478429469325
2024-11-18,ARM_V1,118201.4338815388,5238.185081538799,0.0,24,0.06065645537925907,142.5939062500001,0.00018174603174603174,1,10,0,5,118.17643862686099
2024-11-19,ARM_V1,120496.28325687957,18.643909379617916,6720.129547500001,24,0.06431501279984535,145.5789187500001,0.00018174603174603174,1,10,0,6,120.47080272598554
2024-11-20,ARM_V1,122014.18692608389,2415.9619260838986,0.0,24,0.0699012157099963,146.65946125000005,0.00018174603174603174,0,10,0,7,121.98838541440695
2024-11-21,ARM_V1,126002.0306175768,2416.4010175768135,0.0,24,0.05837175769272095,146.65946125000005,0.00018174603174603174,0,10,0,8,125.97538582367045
2024-11-22,ARM_V1,129477.86075443299,1680.9025544329882,0.0,24,0.05926372242551347,146.84336625000006,0.00018174603174603174,0,10,0,9,129.4504809503272
2024-11-25,ARM_V1,129259.87275004528,2.833656845291799,62296.8490932,20,0.056213269016988525,162.84088555000014,0.00018174603174603174,0,10,1,0,129.23253904238274
2024-11-26,ARM_V1,128347.81913261197,12435.92913261197,0.0,26,0.05985984064179438,175.30427305000015,0.00018174603174603174,1,10,0,1,128.3206782907354
2024-11-27,ARM_V1,131818.3349892404,8141.844989240392,0.0,26,0.058810786835023984,176.37789555000015,0.00018174603174603174,1,10,0,2,131.79046026093917
2024-11-29,ARM_V1,134370.9839571995,680.9939571995104,0.0,27,0.06131204637620415,178.24267305000015,0.00018174603174603174,1,10,0,3,134.34256943755258
2024-12-02,ARM_V1,129388.36176134455,261.8367613445292,0.0,27,0.057825989124126065,178.34744805000014,0.00018174603174603174,1,10,0,4,129.36100088298318
2024-12-03,ARM_V1,126849.03550128742,11.116116287436233,7640.549385,26,0.060094505014369096,180.3207280500001,0.00018174603174603174,1,10,0,5,126.82221159700914
2024-12-04,ARM_V1,128233.70825941459,405.9182594145973,0.0,26,0.06326838793109887,182.1317305500001,0.00018174603174603174,1,10,0,6,128.2065915477896
2024-12-05,ARM_V1,126080.4376242376,1.897624237602009,0.0,26,0.05870419027302893,182.2327105500001,0.00018174603174603174,1,10,0,7,126.0537762501339
2024-12-06,ARM_V1,128991.02796912323,1.897969123276938,0.0,26,0.061421946353482124,182.2327105500001,0.00018174603174603174,1,10,0,8,128.96375111224114
2024-12-09,ARM_V1,127713.31831407163,1.8983140716334699,0.0,26,0.08003119905525023,182.2327105500001,0.00018174603174603174,1,10,0,9,127.6863116457751
2024-12-10,ARM_V1,124573.70504434337,0.6481193433476794,63036.536925000015,22,0.060044774275096115,197.9960980500001,0.00018174603174603174,1,10,1,0,124.54736228874816
2024-12-11,ARM_V1,126220.44629183937,24366.266291839376,0.0,25,0.06282460752567223,207.66251805000013,0.00018174603174603174,1,10,0,1,126.19375531105332
2024-12-12,ARM_V1,124253.38834733969,17574.39144483969,6250.8269025,26,0.06381918517854068,210.92395805000015,0.00018174603174603174,1,10,0,2,124.22711332694156
2024-12-13,ARM_V1,129836.76110019721,16386.666100197177,0.0,27,0.06392072576113726,212.78387555000015,0.00018174603174603174,1,10,0,3,129.8093054018721
2024-12-16,ARM_V1,133268.43353645352,7.133536453531203,0.0,28,0.07042575462877887,216.87773555000012,0.00018174603174603174,0,10,0,4,133.24025216565815
2024-12-17,ARM_V1,134559.07202630094,0.6320263009302974,0.0,28,0.0745572918193065,216.87936055000014,0.00018174603174603174,0,10,0,5,134.5306177329471
2024-12-18,ARM_V1,125915.94214116922,0.6321411692024506,0.0,28,0.07775329980872182,216.87936055000014,0.00018174603174603174,0,10,0,6,125.88931555180845
2024-12-19,ARM_V1,122645.72724978712,0.6322497871096985,0.0,28,0.06979590885026007,216.87936055000014,0.00017182539682539683,1,10,0,7,122.61979219056585
2024-12-20,ARM_V1,131002.51235842369,0.6323584236802614,0.0,28,0.07539374491518984,216.87936055000014,0.00017182539682539683,1,10,0,8,130.97481014659505
2024-12-23,ARM_V1,133288.79246707895,0.6324670789173462,0.0,28,0.08380944709030277,216.87936055000014,0.00017182539682539683,1,10,0,9,133.26060679111876
2024-12-24,ARM_V1,135509.9942382528,0.6325757528241602,45062.08166250001,17,0.06022330711380319,228.14769805000014,0.00017182539682539683,0,10,1,0,135.48133885983523
2024-12-26,ARM_V1,146427.79212639926,6523.15212639926,0.0,20,0.07737363129958301,237.7804605500001,0.00017182539682539683,0,10,0,1,146.39682803539017
2024-12-27,ARM_V1,140476.39182263555,0.18182263564067533,0.0,21,0.0774888211376027,239.41079555000007,0.00017182539682539683,0,10,0,2,140.44668623384084
2024-12-30,ARM_V1,143479.90185387738,0.18185387738719613,0.0,21,0.08515652605089802,239.41079555000007,0.00017182539682539683,1,10,0,3,143.44956113320913
2024-12-31,ARM_V1,132391.8818851245,0.18188512450184244,0.0,21,0.07089226217166235,239.41079555000007,0.00017182539682539683,1,10,0,4,132.36388587275536
2025-01-02,ARM_V1,134686.237978877,0.18191637698553662,8653.5860625,20,0.07950055002411821,241.57473305000008,0.00017182539682539683,1,10,0,5,134.6577567946026
2025-01-03,ARM_V1,138802.96562740358,0.3552274035877462,7476.5304,21,0.07650247206176089,245.6071455500001,0.00017182539682539683,1,10,0,6,138.7736139066844
2025-01-06,ARM_V1,138474.19705748826,0.4370574882615279,0.0,21,0.07122958796363438,247.47579055000008,0.00017182539682539683,0,10,0,7,138.44491485922637
2025-01-07,ARM_V1,131465.1521325859,0.437132585837884,0.0,21,0.07106887147232195,247.47579055000008,0.00017182539682539683,0,10,0,8,131.43735208946538
2025-01-08,ARM_V1,120714.69720769633,0.43720769631791095,0.0,21,0.07094819602011113,247.47579055000008,0.00017182539682539683,1,10,0,9,120.68917049028707
2025-01-10,ARM_V1,120260.8329828197,0.43728281970382593,46285.62569999999,17,0.0611297944447984,259.05009055000016,0.00017182539682539683,1,10,1,0,120.23540224099649
2025-01-13,ARM_V1,114497.91700618347,6.277006183480764,0.0,24,0.06327276678412197,270.61714555000015,0.00017182539682539683,1,10,0,1,114.47370490907373
2025-01-14,ARM_V1,117565.2839885182,0.9158235181861001,8005.338165000001,23,0.063035445061518,272.6203205500002,0.00017182539682539683,1,10,0,2,117.54042325613902
2025-01-15,ARM_V1,125161.79439553696,6098.004395536943,0.0,23,0.06328528636277242,273.0975255500002,0.00017182539682539683,1,10,0,3,125.13532728067958
2025-01-16,ARM_V1,126008.98730059568,4889.902300595669,0.0,23,0.0631383536241021,273.39968555000024,0.00017182539682539683,0,10,0,4,125.9823410356068
2025-01-17,ARM_V1,123166.98358948276,4027.738589482724,0.0,23,0.06716004369783347,273.6153455500002,0.00017182539682539683,0,10,0,5,123.14093830372248
2025-01-21,ARM_V1,133958.07811045993,631.2781104599286,0.0,23,0.07201178261191224,274.4642755500002,0.00017182539682539683,0,10,0,6,133.92975090520892
2025-01-22,ARM_V1,133621.03648275175,228.01648275176555,0.0,23,0.06999496670726162,274.5650755500002,0.00017182539682539683,0,10,0,7,133.59278054940538
2025-01-23,ARM_V1,135207.8299567198,1.099956719795932,0.0,23,0.07045154117959852,274.6217905500002,0.00017182539682539683,0,10,0,8,135.17923847493125
2025-01-24,ARM_V1,135397.0001457203,1.1001457202958016,0.0,23,0.07104086493532281,274.6217905500002,0.00017182539682539683,0,10,0,9,135.36836866139626
2025-01-27,ARM_V1,126459.41350475326,1.1003347532707572,23381.473169999994,19,0.06016981883056098,280.4686205500002,0.00017182539682539683,1,10,1,0,126.43267199119322
2025-01-28,ARM_V1,129923.09391057499,2939.568910574992,0.0,21,0.07306737943397539,285.57822055000025,0.00017182539682539683,1,10,0,1,129.89561995603665
2025-01-29,ARM_V1,126324.01000534707,1.9050053470580948,0.0,22,0.06972229586146916,286.3124530500003,0.00017182539682539683,1,10,0,2,126.2972971246457
2025-01-30,ARM_V1,128027.92407487288,0.40469987282804565,4801.299375,22,0.06525966940707263,287.5134530500003,0.00017182539682539683,1,10,0,3,128.00085087903219
2025-01-31,ARM_V1,129179.44462132215,1.5946213221975558,0.0,23,0.06487951720622763,288.7131805500003,0.00017182539682539683,0,10,0,4,129.1521279212499
2025-02-03,ARM_V1,127070.74489531864,1.5948953186390287,0.0,23,0.066868420477112,288.7131805500003,0.00017182539682539683,0,10,0,5,127.04387410766014
2025-02-04,ARM_V1,132486.57516936216,1.595169362160049,0.0,23,0.06825612322184339,288.7131805500003,0.00017182539682539683,0,10,0,6,132.45855913284714
2025-02-05,ARM_V1,130994.21544345283,1.5954434527687058,0.0,23,0.07090939068229105,288.7131805500003,0.00017182539682539683,0,10,0,7,130.9665149861165
2025-02-06,ARM_V1,132856.7307175905,1.5957175904730905,0.0,23,0.06844530910014342,288.7131805500003,0.00017182539682539683,0,10,0,8,132.8286364067949
2025-02-07,ARM_V1,132994.06599177528,1.5959917752812949,0.0,23,0.07112843666712929,288.7131805500003,0.00017182539682539683,0,10,0,9,132.96594263962174
2025-02-10,ARM_V1,138770.3532266388,0.5958441388482381,42259.9023825,20,0.06159341531717904,299.2810480500002,0.00017182539682539683,0,10,1,0,138.7410084022426
2025-02-11,ARM_V1,133064.37287345162,5.052873451673091,0.0,25,0.06425461463025356,309.8422693000001,0.00017182539682539683,0,10,0,1,133.03623465397916
2025-02-12,ARM_V1,135482.3698426405,0.31324264046751554,0.0,25,0.06418931120042258,309.8434539250001,0.00017182539682539683,1,10,0,2,135.4537203057663
2025-02-13,ARM_V1,137727.20829646353,0.31329646350851653,0.0,25,0.06483599072725335,309.8434539250001,0.00017182539682539683,1,10,0,3,137.69808405884314
2025-02-14,ARM_V1,130983.68268429583,0.3133502957976829,5075.45082,24,0.06824460739545023,311.1126339250001,0.00017182539682539683,1,10,0,4,130.95598445425054
2025-02-18,ARM_V1,128403.19612764714,1.236067647124211,5478.39006,25,0.07427938157020988,313.75088892500014,0.00017182539682539683,1,10,0,5,128.37604357557342
2025-02-19,ARM_V1,127526.45266227289,14.462662272885984,0.0,25,0.07713772158354862,315.11683892500014,0.00017182539682539683,1,10,0,6,127.49948550918701
2025-02-20,ARM_V1,125111.94871763617,0.8777176361578624,0.0,25,0.07384042926906899,315.12023435000015,0.00017182539682539683,1,10,0,7,125.08549214330587
2025-02-21,ARM_V1,116173.9938684503,0.8778684503389959,0.0,25,0.08026107814248273,315.12023435000015,0.00017182539682539683,1,10,0,8,116.14942734274645
2025-02-24,ARM_V1,107473.53005429042,0.8780192904338359,5990.362035,24,0.07836115549331767,316.6181993500001,0.00017182539682539683,1,10,0,9,107.45080335659634
