arm,threshold,phase,date,d_prev,d_next_reb,d_prev_next_reb,split,holding_days,top_n,n_veto,veto_rate,tickers_baseline,tickers_arm,tickers_vetados,tickers_substitutos,log_ret_baseline,log_ret_arm,log_ret_arm_cost_adj,cost_arm
Baseline,,5,2020-02-19,2020-02-18,2020-03-04,2020-03-03,TRAIN,10,20,0,0.0,KNSA;VSTM;TGTX;FCEL;LPTH;FLGT;LAC;OCUL;PENN;ELLO;SLNO;PERI;RARE;RCKT;MMSI;RNG;SRRK;SAFE;VICR;UTI,KNSA;VSTM;TGTX;FCEL;LPTH;FLGT;LAC;OCUL;PENN;ELLO;SLNO;PERI;RARE;RCKT;MMSI;RNG;SRRK;SAFE;VICR;UTI,,,-0.10271356387218425,-0.10271356387218425,-0.10271356387218425,0.0
Baseline,,5,2020-03-04,2020-03-03,2020-03-18,2020-03-17,TRAIN,10,20,0,0.0,FCEL;LPTH;VIR;KNSA;RCUS;ZM;VSTM;SAFE;TGTX;SRRK;UNIT;RNG;GDOT;RUN;LEU;SLNO;MMSI;ZG;KNSL;Z,FCEL;LPTH;VIR;KNSA;RCUS;ZM;VSTM;SAFE;TGTX;SRRK;UNIT;RNG;GDOT;RUN;LEU;SLNO;MMSI;ZG;KNSL;Z,,,-0.3256292434124551,-0.3256292434124551,-0.3256292434124551,0.0
Baseline,,5,2020-03-18,2020-03-17,2020-04-01,2020-03-31,TRAIN,10,20,0,0.0,VIR;ZM;SMMT;LMB;VIRT;SRRK;KFS;GIX;EE;HYAC;FLO;TR;HLI;HE;FCN;SAFE;FNV;GO;RGR;NVAX,VIR;ZM;SMMT;LMB;VIRT;SRRK;KFS;GIX;EE;HYAC;FLO;TR;HLI;HE;FCN;SAFE;FNV;GO;RGR;NVAX,,,-0.020809733599858223,-0.020809733599858223,-0.020809733599858223,0.0
Baseline,,5,2020-04-01,2020-03-31,2020-04-16,2020-04-15,TRAIN,10,20,0,0.0,ZM;NVAX;ELA;VIR;SAFE;VIRT;SMMT;VSTM;GIX;EE;ZS;HYAC;TR;S;FIVN;RGR;KNSA;HLI;RNG;KFS,ZM;NVAX;ELA;VIR;SAFE;VIRT;SMMT;VSTM;GIX;EE;ZS;HYAC;TR;S;FIVN;RGR;KNSA;HLI;RNG;KFS,,,0.07605564171817572,0.07605564171817572,0.07605564171817572,0.0
Baseline,,5,2020-04-16,2020-04-15,2020-04-30,2020-04-29,TRAIN,10,20,0,0.0,SMMT;NVAX;ZM;ELA;LPTH;VIRT;GOLD;EE;VEEV;FIVN;RCUS;KFS;TR;FNV;HLI;SLGN;FIZZ;FCN;ICUI;SRRK,SMMT;NVAX;ZM;ELA;LPTH;VIRT;GOLD;EE;VEEV;FIVN;RCUS;KFS;TR;FNV;HLI;SLGN;FIZZ;FCN;ICUI;SRRK,,,0.07939414188746985,0.07939414188746985,0.07939414188746985,0.0
Baseline,,5,2020-04-30,2020-04-29,2020-05-14,2020-05-13,TRAIN,10,20,0,0.0,LPTH;SMMT;RCUS;SNDX;ZM;NVAX;RRC;VIRT;ELA;GOLD;NAT;FIVN;VEEV;SAM;GIX;ICUI;FNV;USNA;GME;YUMC,LPTH;SMMT;RCUS;SNDX;ZM;NVAX;RRC;VIRT;ELA;GOLD;NAT;FIVN;VEEV;SAM;GIX;ICUI;FNV;USNA;GME;YUMC,,,-0.0023194510270047666,-0.0023194510270047666,-0.0023194510270047666,0.0
Baseline,,5,2020-05-14,2020-05-13,2020-05-29,2020-05-28,TRAIN,10,20,0,0.0,NVAX;UNFI;SMMT;RCUS;ZM;W;LPTH;KOPN;GOLD;VIRT;RRC;FIVN;UPWK;SNDX;GIX;VEEV;LOGI;FNV;EE;RGR,NVAX;UNFI;SMMT;RCUS;ZM;W;LPTH;KOPN;GOLD;VIRT;RRC;FIVN;UPWK;SNDX;GIX;VEEV;LOGI;FNV;EE;RGR,,,0.0057480672521880915,0.0057480672521880915,0.0057480672521880915,0.0
Baseline,,5,2020-05-29,2020-05-28,2020-06-12,2020-06-11,TRAIN,10,20,0,0.0,KOPN;SMMT;UNFI;THM;NAK;LQDA;NVAX;W;RRC;SLS;LPTH;LOGI;RGEN;ZS;SAM;VEEV;RIOT;ZM;ILMN;SNDR,KOPN;SMMT;UNFI;THM;NAK;LQDA;NVAX;W;RRC;SLS;LPTH;LOGI;RGEN;ZS;SAM;VEEV;RIOT;ZM;ILMN;SNDR,,,0.01650508056053533,0.01650508056053533,0.01650508056053533,0.0
Baseline,,5,2020-06-12,2020-06-11,2020-06-26,2020-06-25,TRAIN,10,20,0,0.0,NVAX;KOPN;W;NAK;VMD;THM;LPTH;ZS;RIOT;SA;MTDR;ZM;STKL;UNFI;RRC;FCEL;THO;IAG;LINC;KEN,NVAX;KOPN;W;NAK;VMD;THM;LPTH;ZS;RIOT;SA;MTDR;ZM;STKL;UNFI;RRC;FCEL;THO;IAG;LINC;KEN,,,0.09059982929990626,0.09059982929990626,0.09059982929990626,0.0
Baseline,,5,2020-06-26,2020-06-25,2020-07-13,2020-07-10,TRAIN,10,20,0,0.0,RPRX;NVAX;W;NAK;THM;WES;MTDR;KOPN;LPTH;IDYA;STKL;VMD;THO;RRC;SPOT;REPL;PENN;WGO;RIOT;HZO,RPRX;NVAX;W;NAK;THM;WES;MTDR;KOPN;LPTH;IDYA;STKL;VMD;THO;RRC;SPOT;REPL;PENN;WGO;RIOT;HZO,,,-0.0008401047697802553,-0.0008401047697802553,-0.0008401047697802553,0.0
Baseline,,5,2020-07-13,2020-07-10,2020-07-27,2020-07-24,TRAIN,10,20,0,0.0,RPRX;NVAX;THM;KOPN;RUN;W;NAK;STKL;SITM;SPT;TIGR;SPOT;IDYA;UPWK;THO;LGIH;TGTX;HZO;PAR;PLUG,RPRX;NVAX;THM;KOPN;RUN;W;NAK;STKL;SITM;SPT;TIGR;SPOT;IDYA;UPWK;THO;LGIH;TGTX;HZO;PAR;PLUG,,,0.04682846290174478,0.04682846290174478,0.04682846290174478,0.0
Baseline,,5,2020-07-27,2020-07-24,2020-08-10,2020-08-07,TRAIN,10,20,0,0.0,NVAX;RPRX;KOPN;RUN;THM;NAK;REZI;SITM;TGB;HLX;LGIH;LEU;NBR;LINC;SAH;LAD;RYAM;MTH;STKL;RH,NVAX;RPRX;KOPN;RUN;THM;NAK;REZI;SITM;TGB;HLX;LGIH;LEU;NBR;LINC;SAH;LAD;RYAM;MTH;STKL;RH,,,0.036504169929557975,0.036504169929557975,0.036504169929557975,0.0
Baseline,,5,2020-08-10,2020-08-07,2020-08-24,2020-08-21,TRAIN,10,20,0,0.0,RPRX;NVAX;RUN;SOHU;LEU;PENN;PLUG;HL;SITM;LAD;LRN;REZI;TGB;PBI;LB;LINC;HZO;KODK;YETI;RH,RPRX;NVAX;RUN;SOHU;LEU;PENN;PLUG;HL;SITM;LAD;LRN;REZI;TGB;PBI;LB;LINC;HZO;KODK;YETI;RH,,,-0.04838327374755408,-0.04838327374755408,-0.04838327374755408,0.0
Baseline,,5,2020-08-24,2020-08-21,2020-09-08,2020-09-04,TRAIN,10,20,0,0.0,RPRX;RUN;FLGT;PLUG;NVAX;SOHU;W;LAD;SITM;LMB;PBI;REZI;JAN;HOV;TGB;SAIL;PGEN;STNE;LINC;LAC,RPRX;RUN;FLGT;PLUG;NVAX;SOHU;W;LAD;SITM;LMB;PBI;REZI;JAN;HOV;TGB;SAIL;PGEN;STNE;LINC;LAC,,,-0.08748179215185328,-0.08748179215185328,-0.08748179215185328,0.0
Baseline,,5,2020-09-08,2020-09-04,2020-09-22,2020-09-21,TRAIN,10,20,0,0.0,RPRX;GOGO;RUN;LMB;SOHU;PLUG;TGB;LAD;SITM;SAIL;HL;NVAX;ZM;NTRA;ELLO;LB;SAM;W;PFSI;PACB,RPRX;GOGO;RUN;LMB;SOHU;PLUG;TGB;LAD;SITM;SAIL;HL;NVAX;ZM;NTRA;ELLO;LB;SAM;W;PFSI;PACB,,,0.07298613870945979,0.07298613870945979,0.07298613870945979,0.0
Baseline,,5,2020-09-22,2020-09-21,2020-10-06,2020-10-05,TRAIN,10,20,0,0.0,RUN;GOGO;TGB;FBRX;LMB;PACB;LAC;LB;PLUG;LOB;NVCR;PENN;PBI;SAM;HL;ZM;FLGT;GME;Z;ZG,RUN;GOGO;TGB;FBRX;LMB;PACB;LAC;LB;PLUG;LOB;NVCR;PENN;PBI;SAM;HL;ZM;FLGT;GME;Z;ZG,,,0.12904823318769254,0.12904823318769254,0.12904823318769254,0.0
Baseline,,5,2020-10-06,2020-10-05,2020-10-20,2020-10-19,TRAIN,10,20,0,0.0,PACB;RUN;LMB;FBRX;LAC;GOGO;LOB;PENN;NVCR;LB;PBI;GME;FLGT;TGB;ZG;Z;SITM;KURA;LAD;IESC,PACB;RUN;LMB;FBRX;LAC;GOGO;LOB;PENN;NVCR;LB;PBI;GME;FLGT;TGB;ZG;Z;SITM;KURA;LAD;IESC,,,-0.009822660356316775,-0.009822660356316775,-0.009822660356316775,0.0
Baseline,,5,2020-10-20,2020-10-19,2020-11-03,2020-11-02,TRAIN,10,20,0,0.0,PACB;GME;GOGO;LMB;LOB;NVCR;KURA;ZM;PBI;HVT;LAC;KTB;LQDT;RVMD;REPL;LE;STRL;PINS;SPT;RRR,PACB;GME;GOGO;LMB;LOB;NVCR;KURA;ZM;PBI;HVT;LAC;KTB;LQDT;RVMD;REPL;LE;STRL;PINS;SPT;RRR,,,-0.07787360404908401,-0.07787360404908401,-0.07787360404908401,0.0
Baseline,,5,2020-11-03,2020-11-02,2020-11-17,2020-11-16,TRAIN,10,20,0,0.0,PACB;LOB;SRRK;GOGO;KOD;HVT;SNAP;LMB;KURA;GME;LRMR;KTB;LE;REPL;FBRX;GNW;RRR;SLM;PINS;LQDT,PACB;LOB;SRRK;GOGO;KOD;HVT;SNAP;LMB;KURA;GME;LRMR;KTB;LE;REPL;FBRX;GNW;RRR;SLM;PINS;LQDT,,,0.11226312971049121,0.11226312971049121,0.11226312971049121,0.0
Baseline,,5,2020-11-17,2020-11-16,2020-12-02,2020-12-01,TRAIN,10,20,0,0.0,LOB;GOGO;KOD;PACB;UPWK;GME;KURA;KTB;LE;MMYT;LRMR;STRO;PINS;STAA;SNAP;SRRK;SLM;PLUG;GKOS;REPL,LOB;GOGO;KOD;PACB;UPWK;GME;KURA;KTB;LE;MMYT;LRMR;STRO;PINS;STAA;SNAP;SRRK;SLM;PLUG;GKOS;REPL,,,0.04857414683777618,0.04857414683777618,0.04857414683777618,0.0
Baseline,,5,2020-12-02,2020-12-01,2020-12-16,2020-12-15,TRAIN,10,20,0,0.0,PACB;KOD;FCEL;MGNI;MSTR;STRT;OCUL;SRRK;RIOT;KTB;REPL;UPWK;MNKD;LOB;PKOH;SNAP;FLR;RYAM;SLS;LMB,PACB;KOD;FCEL;MGNI;MSTR;STRT;OCUL;SRRK;RIOT;KTB;REPL;UPWK;MNKD;LOB;PKOH;SNAP;FLR;RYAM;SLS;LMB,,,0.07862987408653248,0.07862987408653248,0.07862987408653248,0.0
Baseline,,5,2020-12-16,2020-12-15,2020-12-31,2020-12-30,TRAIN,10,20,0,0.0,MGNI;PACB;STRT;RIOT;OCUL;KOD;FCEL;SM;UPWK;NTLA;NBR;PKOH;LQDT;LOB;KYMR;IBEX;SNAP;PHR;PLUG;RARE,MGNI;PACB;STRT;RIOT;OCUL;KOD;FCEL;SM;UPWK;NTLA;NBR;PKOH;LQDT;LOB;KYMR;IBEX;SNAP;PHR;PLUG;RARE,,,0.0744669019408521,0.0744669019408521,0.0744669019408521,0.0
Baseline,,5,2020-12-31,2020-12-30,2021-01-15,2021-01-14,TRAIN,10,20,0,0.0,RIOT;FCEL;MGNI;SM;GEVO;OCGN;NTLA;RIG;MSTR;EEX;KOD;OCUL;LEU;STRT;PACB;KYMR;UUUU;PLUG;NBR;LMND,RIOT;FCEL;MGNI;SM;GEVO;OCGN;NTLA;RIG;MSTR;EEX;KOD;OCUL;LEU;STRT;PACB;KYMR;UUUU;PLUG;NBR;LMND,,,0.2378426749632267,0.2378426749632267,0.2378426749632267,0.0
Baseline,,5,2021-01-15,2021-01-14,2021-02-01,2021-01-29,TRAIN,10,20,0,0.0,RIOT;FCEL;SM;GEVO;RIG;MSTR;PLUG;MGNI;NTLA;SRRK;VFF;TLRY;OCGN;TIGR;PACB;URG;UUUU;STRT;GME;LEU,RIOT;FCEL;SM;GEVO;RIG;MSTR;PLUG;MGNI;NTLA;SRRK;VFF;TLRY;OCGN;TIGR;PACB;URG;UUUU;STRT;GME;LEU,,,0.04930855225829669,0.04930855225829669,0.04930855225829669,0.0
Baseline,,5,2021-02-01,2021-01-29,2021-02-16,2021-02-12,TRAIN,10,20,0,0.0,GME;FCEL;GEVO;SM;RIOT;RIG;PLUG;MSTR;KOPN;MGNI;SSYS;PLSE;TIGR;SNDL;FLGT;LMND;HPK;NBR;TLRY;SKT,GME;FCEL;GEVO;SM;RIOT;RIG;PLUG;MSTR;KOPN;MGNI;SSYS;PLSE;TIGR;SNDL;FLGT;LMND;HPK;NBR;TLRY;SKT,,,0.2391536636750399,0.2391536636750399,0.2391536636750399,0.0
Baseline,,5,2021-02-16,2021-02-12,2021-03-02,2021-03-01,TRAIN,10,20,0,0.0,GEVO;OCGN;RIOT;FCEL;KOPN;MGNI;SM;TIGR;MSTR;SNDL;GILT;REI;FLGT;SSYS;UUUU;RIG;SB;PERI;PACB;EGY,GEVO;OCGN;RIOT;FCEL;KOPN;MGNI;SM;TIGR;MSTR;SNDL;GILT;REI;FLGT;SSYS;UUUU;RIG;SB;PERI;PACB;EGY,,,-0.15637118493537788,-0.15637118493537788,-0.15637118493537788,0.0
Baseline,,5,2021-03-02,2021-03-01,2021-03-16,2021-03-15,TRAIN,10,20,0,0.0,OCGN;RIOT;KOPN;TIGR;GEVO;SM;REI;IMNM;PERI;GME;SB;TMDX;MGNI;UUUU;MSTR;FLGT;GILT;RMNI;SONO;VCEL,OCGN;RIOT;KOPN;TIGR;GEVO;SM;REI;IMNM;PERI;GME;SB;TMDX;MGNI;UUUU;MSTR;FLGT;GILT;RMNI;SONO;VCEL,,,0.06457863626945351,0.06457863626945351,0.06457863626945351,0.0
Baseline,,5,2021-03-16,2021-03-15,2021-03-30,2021-03-29,TRAIN,10,20,0,0.0,OCGN;GME;RIOT;KOPN;GEVO;REI;TIGR;HOV;TMDX;SM;SB;TLRY;RVLV;UNFI;SONO;MSTR;KRUS;UUUU;SBLK;SNDL,OCGN;GME;RIOT;KOPN;GEVO;REI;TIGR;HOV;TMDX;SM;SB;TLRY;RVLV;UNFI;SONO;MSTR;KRUS;UUUU;SBLK;SNDL,,,-0.22656304199638,-0.22656304199638,-0.22656304199638,0.0
Baseline,,5,2021-03-30,2021-03-29,2021-04-14,2021-04-13,TRAIN,10,20,0,0.0,REI;GME;HOV;SM;KOPN;UPST;IMNM;RIOT;UNFI;TMDX;MTDR;SB;PBF;IDYA;IDT;VCEL;TGLS;IMKTA;WAL;TIGR,REI;GME;HOV;SM;KOPN;UPST;IMNM;RIOT;UNFI;TMDX;MTDR;SB;PBF;IDYA;IDT;VCEL;TGLS;IMKTA;WAL;TIGR,,,-0.02098964208300099,-0.02098964208300099,-0.02098964208300099,0.0
Baseline,,5,2021-04-14,2021-04-13,2021-04-28,2021-04-27,TRAIN,10,20,0,0.0,HOV;KOPN;GME;TIPT;UNFI;TGLS;TH;LPX;IDT;LGIH;RIOT;SONO;FLY;IMKTA;MVBF;IMNM;PBF;KRUS;MOV;SBH,HOV;KOPN;GME;TIPT;UNFI;TGLS;TH;LPX;IDT;LGIH;RIOT;SONO;FLY;IMKTA;MVBF;IMNM;PBF;KRUS;MOV;SBH,,,0.023042402500824836,0.023042402500824836,0.023042402500824836,0.0
Baseline,,5,2021-04-28,2021-04-27,2021-05-12,2021-05-11,TRAIN,10,20,0,0.0,OCGN;HOV;TIPT;LPX;TGLS;LB;GDEN;GNK;MTW;SB;KTB;SM;HRI;SBLK;GEL;WAL;MSBI;MRLN;TGB;MVBF,OCGN;HOV;TIPT;LPX;TGLS;LB;GDEN;GNK;MTW;SB;KTB;SM;HRI;SBLK;GEL;WAL;MSBI;MRLN;TGB;MVBF,,,0.061240286802899925,0.061240286802899925,0.061240286802899925,0.0
Baseline,,5,2021-05-12,2021-05-11,2021-05-26,2021-05-25,TRAIN,10,20,0,0.0,VAL;TGLS;GDEN;HOV;SBLK;GNK;ZIM;LPX;MVBF;SB;MTW;TIPT;IMO;TGB;VHI;RS;SBH;IHRT;PBF;LEVI,VAL;TGLS;GDEN;HOV;SBLK;GNK;ZIM;LPX;MVBF;SB;MTW;TIPT;IMO;TGB;VHI;RS;SBH;IHRT;PBF;LEVI,,,-0.04056566301926765,-0.04056566301926765,-0.04056566301926765,0.0
Baseline,,5,2021-05-26,2021-05-25,2021-06-10,2021-06-09,TRAIN,10,20,0,0.0,VAL;TGLS;HOV;ZIM;TIPT;LGIH;IHRT;GDEN;FLNG;RM;VSTM;EPC;SNX;IMO;NAVI;KTB;FNV;IDT;RRR;MSB,VAL;TGLS;HOV;ZIM;TIPT;LGIH;IHRT;GDEN;FLNG;RM;VSTM;EPC;SNX;IMO;NAVI;KTB;FNV;IDT;RRR;MSB,,,0.05340587173793211,0.05340587173793211,0.05340587173793211,0.0
Baseline,,5,2021-06-10,2021-06-09,2021-06-24,2021-06-23,TRAIN,10,20,0,0.0,VAL;IDT;TGLS;TH;FLNG;GDEN;ZIM;VSTM;UPST;NAVI;IHRT;TIPT;NTST;LOGI;STAA;FNV;RDNT;VVV;GNK;IMO,VAL;IDT;TGLS;TH;FLNG;GDEN;ZIM;VSTM;UPST;NAVI;IHRT;TIPT;NTST;LOGI;STAA;FNV;RDNT;VVV;GNK;IMO,,,-0.010240772229913606,-0.010240772229913606,-0.010240772229913606,0.0
Baseline,,5,2021-06-24,2021-06-23,2021-07-09,2021-07-08,TRAIN,10,20,0,0.0,VAL;REPX;PDS;TH;GNK;VSTM;PANL;GDEN;FLNG;TGLS;RZLT;IHRT;RDNT;IDT;NVCR;SPT;ZIM;MTDR;RNGR;NTNX,VAL;REPX;PDS;TH;GNK;VSTM;PANL;GDEN;FLNG;TGLS;RZLT;IHRT;RDNT;IDT;NVCR;SPT;ZIM;MTDR;RNGR;NTNX,,,-0.10264506154289017,-0.10264506154289017,-0.10264506154289017,0.0
Baseline,,5,2021-07-09,2021-07-08,2021-07-23,2021-07-22,TRAIN,10,20,0,0.0,VAL;S;IDT;RRC;NTLA;PDS;GNK;RDNT;RNGR;MRLN;FLNG;GDEN;MTDR;PAY;IHRT;PBT;PANL;SPT;NTNX;LE,VAL;S;IDT;RRC;NTLA;PDS;GNK;RDNT;RNGR;MRLN;FLNG;GDEN;MTDR;PAY;IHRT;PBT;PANL;SPT;NTNX;LE,,,-0.027543687540016182,-0.027543687540016182,-0.027543687540016182,0.0
Baseline,,5,2021-07-23,2021-07-22,2021-08-06,2021-08-05,TRAIN,10,20,0,0.0,VAL;S;IDT;RRC;NTLA;LE;RDNT;PANL;RPD;GDEN;NAVI;NTNX;KYMR;HSTM;STEP;VRT;PBT;SAFE;MYRG;TFII,VAL;S;IDT;RRC;NTLA;LE;RDNT;PANL;RPD;GDEN;NAVI;NTNX;KYMR;HSTM;STEP;VRT;PBT;SAFE;MYRG;TFII,,,0.03787294028939339,0.03787294028939339,0.03787294028939339,0.0
Baseline,,5,2021-08-06,2021-08-05,2021-08-20,2021-08-19,TRAIN,10,20,0,0.0,S;NTLA;SITM;IDT;RPD;LC;SPT;RDNT;ZS;LSPD;KRNT;ILMN;PHR;MRVI;STEP;MXL;VICR;SAFE;PRCH;LE,S;NTLA;SITM;IDT;RPD;LC;SPT;RDNT;ZS;LSPD;KRNT;ILMN;PHR;MRVI;STEP;MXL;VICR;SAFE;PRCH;LE,,,-0.06238455060884399,-0.06238455060884399,-0.06238455060884399,0.0
Baseline,,5,2021-08-20,2021-08-19,2021-09-03,2021-09-02,TRAIN,10,20,0,0.0,SITM;S;GLBE;NTLA;LC;SPT;PCTY;MRVI;ZS;RGEN;VICR;PHR;RPD;GLOB;IIPR;STEP;MXL;SKY;TRC;TNDM,SITM;S;GLBE;NTLA;LC;SPT;PCTY;MRVI;ZS;RGEN;VICR;PHR;RPD;GLOB;IIPR;STEP;MXL;SKY;TRC;TNDM,,,0.09997270161928126,0.09997270161928126,0.09997270161928126,0.0
Baseline,,5,2021-09-03,2021-09-02,2021-09-20,2021-09-17,TRAIN,10,20,0,0.0,S;SITM;NTLA;GLBE;LRMR;PCTY;LSPD;SPT;RGEN;GDYN;LC;GLOB;STEP;ZS;RPD;SPSC;FLYW;RMNI;VRNS;MXL,S;SITM;NTLA;GLBE;LRMR;PCTY;LSPD;SPT;RGEN;GDYN;LC;GLOB;STEP;ZS;RPD;SPSC;FLYW;RMNI;VRNS;MXL,,,-0.010726311049557045,-0.010726311049557045,-0.010726311049557045,0.0
Baseline,,5,2021-09-20,2021-09-17,2021-10-04,2021-10-01,TRAIN,10,20,0,0.0,S;UPST;HUT;LIFE;SITM;RGEN;NTLA;SPSC;MNDY;PCTY;LSPD;GLOB;LAC;VICR;SPT;RMNI;GDYN;RDVT;UROY;RCUS,S;UPST;HUT;LIFE;SITM;RGEN;NTLA;SPSC;MNDY;PCTY;LSPD;GLOB;LAC;VICR;SPT;RMNI;GDYN;RDVT;UROY;RCUS,,,-0.07402844496630986,-0.07402844496630986,-0.07402844496630986,0.0
Baseline,,5,2021-10-04,2021-10-01,2021-10-18,2021-10-15,TRAIN,10,20,0,0.0,UPST;SPSC;SITM;HRI;GOGO;PCTY;RSI;RMNI;TNET;LEU;ENTA;RGEN;JLL;RRC;GDYN;LAC;PAG;LC;PDFS;LIFE,UPST;SPSC;SITM;HRI;GOGO;PCTY;RSI;RMNI;TNET;LEU;ENTA;RGEN;JLL;RRC;GDYN;LAC;PAG;LC;PDFS;LIFE,,,0.04443165073749629,0.04443165073749629,0.04443165073749629,0.0
Baseline,,5,2021-10-18,2021-10-15,2021-11-01,2021-10-29,TRAIN,10,20,0,0.0,UPST;HUT;LEU;LC;RSI;SPSC;ENTA;LAC;WFRD;NC;SITM;TIPT;HRI;FLYW;UROY;MNDY;SLI;VET;KOS;RRC,UPST;HUT;LEU;LC;RSI;SPSC;ENTA;LAC;WFRD;NC;SITM;TIPT;HRI;FLYW;UROY;MNDY;SLI;VET;KOS;RRC,,,0.029234510909106955,0.029234510909106955,0.029234510909106955,0.0
Baseline,,5,2021-11-01,2021-10-29,2021-11-15,2021-11-12,TRAIN,10,20,0,0.0,HUT;LEU;UPST;ENTA;RSI;LAC;SITM;SM;SKYT;WFRD;MNDY;ENVX;LQDA;LC;PCTY;LOB;STGW;TIPT;FLNG;PBT,HUT;LEU;UPST;ENTA;RSI;LAC;SITM;SM;SKYT;WFRD;MNDY;ENVX;LQDA;LC;PCTY;LOB;STGW;TIPT;FLNG;PBT,,,0.04018232723261364,0.04018232723261364,0.04018232723261364,0.0
Baseline,,5,2021-11-15,2021-11-12,2021-11-30,2021-11-29,TRAIN,10,20,0,0.0,LEU;HTZ;ENVX;HUT;UUUU;WFRD;LAC;SM;LTBR;ENTA;LQDA;UROY;URG;PBF;LCID;LOB;RRC;KOS;FCEL;PBT,LEU;HTZ;ENVX;HUT;UUUU;WFRD;LAC;SM;LTBR;ENTA;LQDA;UROY;URG;PBF;LCID;LOB;RRC;KOS;FCEL;PBT,,,-0.0999752822249907,-0.0999752822249907,-0.0999752822249907,0.0
Baseline,,5,2021-11-30,2021-11-29,2021-12-14,2021-12-13,TRAIN,10,20,0,0.0,LCID;HTZ;ENVX;REAX;LAC;PBT;WFRD;LEU;FLNG;SLI;LOB;PLUG;UUUU;VERA;KOS;SM;RCUS;KFRC;SAIA;VG,LCID;HTZ;ENVX;REAX;LAC;PBT;WFRD;LEU;FLNG;SLI;LOB;PLUG;UUUU;VERA;KOS;SM;RCUS;KFRC;SAIA;VG,,,-0.1463673052427143,-0.1463673052427143,-0.1463673052427143,0.0
Baseline,,5,2021-12-14,2021-12-13,2021-12-29,2021-12-28,TRAIN,10,20,0,0.0,HTZ;REAX;PBT;VRDN;LCID;LOB;LQDA;FIX;LEGH;MGTX;ENVX;FLR;REXR;IMKTA;FMAO;SLAB;LAND;ICL;EGP;MRVL,HTZ;REAX;PBT;VRDN;LCID;LOB;LQDA;FIX;LEGH;MGTX;ENVX;FLR;REXR;IMKTA;FMAO;SLAB;LAND;ICL;EGP;MRVL,,,0.03906581821868974,0.03906581821868974,0.03906581821868974,0.0
Baseline,,5,2021-12-29,2021-12-28,2022-01-12,2022-01-11,TRAIN,10,20,0,0.0,REAX;HTZ;HPK;MGTX;PBT;FMAO;REXR;KRUS;JXN;LAND;RDVT;KNSL;FLR;MLI;EGP;SLAB;IAG;WD;MXL;LQDA,REAX;HTZ;HPK;MGTX;PBT;FMAO;REXR;KRUS;JXN;LAND;RDVT;KNSL;FLR;MLI;EGP;SLAB;IAG;WD;MXL;LQDA,,,-0.026079346860045628,-0.026079346860045628,-0.026079346860045628,0.0
Baseline,,5,2022-01-12,2022-01-11,2022-01-27,2022-01-26,TRAIN,10,20,0,0.0,HTZ;PBT;LQDA;LCID;REAX;JXN;RGC;PI;UVE;LEGH;ROG;VALU;HPK;EPC;FMAO;LAND;MLI;NUS;KNSL;ICL,HTZ;PBT;LQDA;LCID;REAX;JXN;RGC;PI;UVE;LEGH;ROG;VALU;HPK;EPC;FMAO;LAND;MLI;NUS;KNSL;ICL,,,-0.11097671192537302,-0.11097671192537302,-0.11097671192537302,0.0
Baseline,,5,2022-01-27,2022-01-26,2022-02-10,2022-02-09,TRAIN,10,20,0,0.0,HTZ;VALU;PBT;RGC;ROG;EPC;VET;UVE;HPK;LEGH;FMAO;JXN;ENVA;PLAB;LQDA;VG;LAND;KEN;NUS;LITE,HTZ;VALU;PBT;RGC;ROG;EPC;VET;UVE;HPK;LEGH;FMAO;JXN;ENVA;PLAB;LQDA;VG;LAND;KEN;NUS;LITE,,,0.062275848227403306,0.062275848227403306,0.062275848227403306,0.0
Baseline,,5,2022-02-10,2022-02-09,2022-02-25,2022-02-24,TRAIN,10,20,0,0.0,OBE;PBT;ZIM;VALU;VET;KEN;LQDA;RGC;LPTH;MIRM;SBLK;HPK;JXN;MKC.V;VIRT;EGY;IMO;EBS;IFS;MSB,OBE;PBT;ZIM;VALU;VET;KEN;LQDA;RGC;LPTH;MIRM;SBLK;HPK;JXN;MKC.V;VIRT;EGY;IMO;EBS;IFS;MSB,,,-0.03922443897845912,-0.03922443897845912,-0.03922443897845912,0.0
Baseline,,5,2022-02-25,2022-02-24,2022-03-11,2022-03-10,TRAIN,10,20,0,0.0,OBE;RES;VET;MIRM;HPK;REPX;EGY;PDS;VALU;SBLK;NBR;LQDA;LNTH;HP;ZETA;PLAB;FMAO;PBT;GLNG;GNK,OBE;RES;VET;MIRM;HPK;REPX;EGY;PDS;VALU;SBLK;NBR;LQDA;LNTH;HP;ZETA;PLAB;FMAO;PBT;GLNG;GNK,,,0.10706363650168818,0.10706363650168818,0.10706363650168818,0.0
Baseline,,5,2022-03-11,2022-03-10,2022-03-25,2022-03-24,TRAIN,10,20,0,0.0,OBE;RES;EGY;VET;PDS;PBF;HP;LNTH;HNRG;NBR;GLNG;LQDA;HLX;KOS;VAL;REI;RIG;MIRM;NTR;REPX,OBE;RES;EGY;VET;PDS;PBF;HP;LNTH;HNRG;NBR;GLNG;LQDA;HLX;KOS;VAL;REI;RIG;MIRM;NTR;REPX,,,-0.013572316711201404,-0.013572316711201404,-0.013572316711201404,0.0
