phase,date,ticker,ret_62,late_rocket,forward_logret,split
1,2022-02-14,RES,0.4390166422793969,0,0.10700890251430384,TRAIN
1,2022-02-14,SBLK,0.32115317155864465,0,0.12936077046544128,TRAIN
1,2022-02-14,VALU,0.3266488056219374,0,0.02175674683428839,TRAIN
1,2022-02-14,VET,0.5465955077615393,0,0.06453852113757116,TRAIN
1,2022-02-14,VIRT,0.23342316024568732,0,-0.017239369998086722,TRAIN
1,2022-02-14,WES,0.2016490494597195,0,-0.046153379517128695,TRAIN
1,2022-02-14,WFG,0.17756952523429947,0,0.002208392786705774,TRAIN
1,2022-02-14,ZIM,0.3355613601243148,0,-0.006284837141868833,TRAIN
1,2022-03-01,EGY,0.5698631487132145,0,-0.01608613775162438,TRAIN
1,2022-03-01,GLNG,0.37323161353318074,0,0.027771691300144483,TRAIN
1,2022-03-01,HESM,0.2670372434434944,0,-0.011328000305207472,TRAIN
1,2022-03-01,HP,0.44315235781646795,0,0.12001931639902619,TRAIN
1,2022-03-01,HPK,0.4099690863277218,0,-0.14317362119610735,TRAIN
1,2022-03-01,HWKN,0.294035991131833,0,0.023366059223165682,TRAIN
1,2022-03-01,IMO,0.28768207245178107,0,-0.029650242639753063,TRAIN
1,2022-03-01,LNTH,0.5794152784736614,0,0.0419756575278524,TRAIN
1,2022-03-01,LQDA,0.47340973255421737,0,-0.08378488895527077,TRAIN
1,2022-03-01,MIRM,0.5966869143723829,0,-0.09695710486144675,TRAIN
1,2022-03-01,PCRX,0.26607484386402663,0,0.05598313457587303,TRAIN
1,2022-03-01,PDS,0.5561128581285741,0,0.0614097013208914,TRAIN
1,2022-03-01,REPX,0.6842318169019925,0,-0.2205350162036209,TRAIN
1,2022-03-01,RES,0.7362522810947685,0,0.1838407367291246,TRAIN
1,2022-03-01,VALU,0.3570865811710787,0,0.016637641153023224,TRAIN
1,2022-03-01,VET,0.6330254503809631,0,0.07609013335771303,TRAIN
1,2022-03-01,VNOM,0.295304841031132,0,-0.0402412949734537,TRAIN
1,2022-03-01,WES,0.26390154378637776,0,-0.11634397942876279,TRAIN
1,2022-03-01,WEX,0.2559284288445014,0,-0.05457506817524507,TRAIN
1,2022-03-01,ZETA,0.45066832337721036,0,-0.21434303536093616,TRAIN
1,2022-03-15,EGY,0.5921203661592376,0,0.1702368175788828,TRAIN
1,2022-03-15,GLNG,0.47190594056746366,0,0.2702020671881842,TRAIN
1,2022-03-15,HLX,0.4642113085412309,0,-0.016736792355523864,TRAIN
1,2022-03-15,HP,0.5469666287681152,0,0.0487318772227771,TRAIN
1,2022-03-15,IFS,0.33014887390851766,0,0.03976013176692139,TRAIN
1,2022-03-15,IMO,0.2654934373305174,0,0.08009572010496385,TRAIN
1,2022-03-15,KEN,0.3176740351604435,0,0.08801087732271337,TRAIN
1,2022-03-15,LNTH,0.6195263074545501,0,0.04662027128688917,TRAIN
1,2022-03-15,MIRM,0.43806898820098006,0,-0.0013956736389748026,TRAIN
1,2022-03-15,NTR,0.35641539468780475,0,0.07420170604327812,TRAIN
1,2022-03-15,PBF,0.6321112899735758,0,-0.03062142956709454,TRAIN
1,2022-03-15,PDS,0.6450625054310157,0,0.09834951816597666,TRAIN
1,2022-03-15,RES,0.8269496861046586,1,0.012258522200445836,TRAIN
1,2022-03-15,RGLD,0.3103315851415981,0,0.04336266980740719,TRAIN
1,2022-03-15,TH,0.549359287768233,0,0.006849341845574768,TRAIN
1,2022-03-15,VAL,0.3598039466338731,0,0.1395602336131106,TRAIN
1,2022-03-15,VET,0.6196759032740411,0,0.07301118986117926,TRAIN
1,2022-03-15,VIRT,0.2527987687642154,0,0.10547916776997317,TRAIN
1,2022-03-15,VNOM,0.29514346787784135,0,0.08707037229951974,TRAIN
1,2022-03-15,ZIM,0.5119165990848186,0,-0.13190579780048384,TRAIN
1,2022-03-29,EGY,0.6632048239448671,0,0.044583906608026386,TRAIN
1,2022-03-29,GLNG,0.6359413654922967,0,0.038908902928303055,TRAIN
1,2022-03-29,GNK,0.4378303926101966,0,-0.10654073531565295,TRAIN
1,2022-03-29,HNRG,0.486464906299807,0,-0.03109058707003112,TRAIN
1,2022-03-29,HP,0.551430678528271,0,0.04111106441657095,TRAIN
1,2022-03-29,HQY,0.3844643742173578,0,0.04054000563855664,TRAIN
1,2022-03-29,IMO,0.28345015754520086,0,0.06127301706097729,TRAIN
1,2022-03-29,KOS,0.643790283589853,0,0.11778303565638346,TRAIN
1,2022-03-29,LNTH,0.5541760646396049,0,0.11674049346133979,TRAIN
1,2022-03-29,MUR,0.39714118566121936,0,0.03018814744831785,TRAIN
1,2022-03-29,NBR,0.5610239705360216,0,0.05136944538508261,TRAIN
1,2022-03-29,NVGS,0.38397540930407037,0,-0.030723172642840673,TRAIN
1,2022-03-29,PBF,0.5354619062619939,0,0.12759900425532592,TRAIN
1,2022-03-29,PDS,0.6786625704266922,0,0.10226263785520955,TRAIN
1,2022-03-29,RES,0.8156272657161976,1,0.04669040241329098,TRAIN
1,2022-03-29,RRC,0.4933509932427261,0,0.023127911911253896,TRAIN
1,2022-03-29,STNG,0.4401968939067141,0,0.061433262766176916,TRAIN
1,2022-03-29,VAL,0.35708672076151526,0,-0.020379162336652025,TRAIN
1,2022-03-29,VET,0.5060815640612325,0,-0.04662959146695705,TRAIN
1,2022-03-29,VNOM,0.33894121325063975,0,-0.01109309907352418,TRAIN
1,2022-04-12,EGY,0.577951468468513,0,-0.050681486476144934,TRAIN
1,2022-04-12,GLNG,0.5832830748951086,0,-0.08518516475333572,TRAIN
1,2022-04-12,GOGO,0.43089328527749,0,-0.09158684742040187,TRAIN
1,2022-04-12,GOLD,0.29770589681917986,0,-0.1270283985224525,TRAIN
1,2022-04-12,HP,0.41841501037945694,0,-0.057803587894731515,TRAIN
1,2022-04-12,HQY,0.29516536849988656,0,-0.05396095525363908,TRAIN
