arm,frente,phase,date,d_prev,d_next_reb,d_prev_next_reb,split,is_holdout,holding_days,top_n,n_veto,n_turnover,n_veto_or_turnover,veto_rate,turnover_rate,tickers_baseline,tickers_arm,tickers_vetados,tickers_substitutos,log_ret_baseline,log_ret_arm,log_ret_arm_cost_adj,cost_arm
Arm_150M,frente2_piso_tamanho,0,2022-03-14,2022-03-11,2022-03-28,2022-03-25,TRAIN,0,10,20,0,3,3,0.0,0.15,RES;EGY;VET;PDS;PBF;HP;LNTH;GLNG;ZIM;PANL;MIRM;HNRG;RGLD;NTR;VAL;HPK;HLX;VALU;IFS;NBR,RES;EGY;VET;PDS;PBF;HP;EOLS;SMHI;LNTH;GLNG;ZIM;VYGR;PANL;MIRM;HNRG;RGLD;NTR;VAL;HPK;HLX,,EOLS;SMHI;VYGR,0.03449816293176712,0.07345547354393306,0.07338047354393305,7.500000000000001e-05
Arm_150M,frente2_piso_tamanho,0,2022-03-28,2022-03-25,2022-04-11,2022-04-08,TRAIN,0,10,20,0,5,5,0.0,0.25,RES;GLNG;PDS;EGY;HP;KOS;VET;MUR;NBR;STNG;GNK;PBF;TH;RRC;LNG;HNRG;NVGS;HQY;VNOM;NTR,VYGR;RES;SMHI;GLNG;PDS;EGY;HP;KOS;SND;VET;MUR;NBR;VGZ;STNG;EOLS;GNK;PBF;TH;RRC;LNG,,EOLS;SMHI;SND;VGZ;VYGR,0.010292749074265835,0.015999169006044443,0.015874169006044443,0.000125
Arm_150M,frente2_piso_tamanho,0,2022-04-11,2022-04-08,2022-04-26,2022-04-25,TRAIN,0,10,20,0,5,5,0.0,0.25,LNTH;RES;GLNG;EGY;PDS;STNG;MIRM;HP;KOS;NTR;RRC;NBR;RGLD;HYMC;GOGO;VALU;REI;VET;PCRX;NAT,VYGR;LNTH;SMHI;RES;SND;GLNG;EGY;PDS;EOLS;STNG;MIRM;RCMT;HP;KOS;NTR;RRC;NBR;RGLD;HYMC;GOGO,,EOLS;RCMT;SMHI;SND;VYGR,-0.09615655821304774,-0.09293245092623656,-0.09305745092623656,0.000125
Arm_150M,frente2_piso_tamanho,0,2022-04-26,2022-04-25,2022-05-10,2022-05-09,TRAIN,0,10,20,0,7,7,0.0,0.35,LNTH;PRCT;HPK;STNG;SAIL;GLNG;PDS;RES;TH;RRC;GOGO;HP;HRMY;ELA;NTR;REI;SLVM;UTI;EGY;TNK,VYGR;LNTH;EOLS;PRCT;RCMT;HPK;SND;STNG;SAIL;GLNG;PDS;RES;TH;RRC;HDSN;JAKK;GOGO;HP;SMHI;HRMY,,EOLS;HDSN;JAKK;RCMT;SMHI;SND;VYGR,-0.0872882425584676,-0.050379722882287835,-0.050554722882287836,0.000175
Arm_150M,frente2_piso_tamanho,0,2022-05-10,2022-05-09,2022-05-24,2022-05-23,TRAIN,0,10,20,0,9,9,0.0,0.45,TH;LNTH;STNG;SAIL;REI;MYE;GLNG;ULH;HNRG;LPG;RSVR;VHI;TMDX;NC;HP;MUSA;RRC;HCKT;NVGS;TNK,RCMT;TH;HDSN;SMHI;LNTH;STNG;PPIH;NVCT;SAIL;REI;MYE;GLNG;SJT;ULH;FGBI;SND;HNRG;FF;LPG;RSVR,,FF;FGBI;HDSN;NVCT;PPIH;RCMT;SJT;SMHI;SND,0.0675530245596979,0.0430412900094213,0.0428162900094213,0.00022500000000000002
Arm_150M,frente2_piso_tamanho,0,2022-05-24,2022-05-23,2022-06-08,2022-06-07,TRAIN,0,10,20,0,6,6,0.0,0.3,LNTH;STNG;TMDX;HYMC;VHI;TOI;TH;NC;TNK;SAIL;PBF;KOS;PCT;PRCT;GLNG;GO;VAL;MYE;NVGS;HP,RCMT;HDSN;LNTH;NVCT;STNG;TMDX;HYMC;VHI;SMHI;TOI;TH;NC;SJT;TNK;SAIL;PBF;KOS;PPIH;PCT;PRCT,,HDSN;NVCT;PPIH;RCMT;SJT;SMHI,0.05538861181010535,0.03657157376502125,0.03642157376502125,0.00015000000000000001
Arm_150M,frente2_piso_tamanho,0,2022-06-08,2022-06-07,2022-06-23,2022-06-22,TRAIN,0,10,20,0,3,3,0.0,0.15,VHI;STNG;PBF;NC;MYE;ELA;TNK;ULH;PBT;GDYN;HRB;GNE;SLVM;PPC;KNTK;PARR;PJT;MUSA;GLNG;KRO,RCMT;VHI;STNG;SJT;PBF;NC;HDSN;MYE;ELA;TNK;ULH;PBT;GDYN;HRB;GNE;SLVM;PPC;KNTK;PARR;PJT,,HDSN;RCMT;SJT,-0.14210693049429424,-0.16084856855588156,-0.16092356855588155,7.500000000000001e-05
Arm_150M,frente2_piso_tamanho,0,2022-06-23,2022-06-22,2022-07-08,2022-07-07,TRAIN,0,10,20,0,2,2,0.0,0.1,STNG;HNRG;HURN;PBF;GDYN;ELA;UTHR;VHI;PPC;HRB;WEYS;PBT;PARR;MUSA;GNE;ULH;TNK;GO;STKL;SAIL,RCMT;STNG;HNRG;HURN;PBF;HDSN;GDYN;ELA;UTHR;VHI;PPC;HRB;WEYS;PBT;PARR;MUSA;GNE;ULH;TNK;GO,,HDSN;RCMT,-0.0031727336446823566,-0.024793138323137655,-0.024843138323137656,5e-05
Arm_150M,frente2_piso_tamanho,0,2022-07-08,2022-07-07,2022-07-22,2022-07-21,TRAIN,0,10,20,0,2,2,0.0,0.1,RGC;ULH;STKL;VHI;STNG;ELA;GNE;HRB;HURN;HNRG;UTHR;PHVS;GO;GFF;IBEX;FCN;POST;MUSA;SAIL;MOD,RGC;ULH;STKL;VHI;STNG;ELA;GNE;HRB;RCMT;HURN;HNRG;UTHR;FNKO;PHVS;GO;GFF;IBEX;FCN;POST;MUSA,,FNKO;RCMT,0.023244927039393765,0.010461261340586333,0.010411261340586333,5e-05
Arm_150M,frente2_piso_tamanho,0,2022-07-22,2022-07-21,2022-08-05,2022-08-04,TRAIN,0,10,20,0,2,2,0.0,0.1,STNG;SKYT;TH;ELA;ULH;YMM;PI;VMD;STKL;IMMX;RGC;NSSC;TMDX;MOD;KOD;ELF;GNE;RYTM;GFF;GO,STNG;SKYT;TH;KLTR;MVIS;ELA;ULH;YMM;PI;VMD;STKL;IMMX;RGC;NSSC;TMDX;MOD;KOD;ELF;GNE;RYTM,,KLTR;MVIS,0.054843183243148574,0.05650095533306263,0.05645095533306263,5e-05
Arm_150M,frente2_piso_tamanho,0,2022-08-05,2022-08-04,2022-08-19,2022-08-18,TRAIN,0,10,20,0,3,3,0.0,0.15,RYTM;SKYT;PI;KRUS;PKOH;MOD;ULH;ELA;NSSC;TRDA;TH;GERN;FOLD;HRB;ELF;IDYA;PLAB;SMR;RGEN;HIMS,RYTM;SKYT;PI;KRUS;VTVT;PKOH;MOD;ULH;KLTR;ELA;NSSC;TRDA;TH;GERN;FOLD;HRB;JAKK;ELF;IDYA;PLAB,,JAKK;KLTR;VTVT,0.03156488663612736,0.028361770062671286,0.028286770062671288,7.500000000000001e-05
Arm_150M,frente2_piso_tamanho,0,2022-08-19,2022-08-18,2022-09-02,2022-09-01,TRAIN,0,10,20,0,2,2,0.0,0.1,RYTM;SKYT;KRUS;PAYS;PI;TH;MOD;NUVL;ELF;SNDX;HIMS;TRDA;ENVX;KYMR;RXRX;PCTY;ULH;SRPT;FLNC;NSSC,RYTM;SKYT;KRUS;VTVT;PAYS;PI;TH;MOD;NUVL;ELF;SNDX;HIMS;TRDA;ENVX;PRLD;KYMR;RXRX;PCTY;ULH;SRPT,,PRLD;VTVT,-0.051967022021980766,-0.07025576201558649,-0.07030576201558648,5e-05
Arm_150M,frente2_piso_tamanho,0,2022-09-02,2022-09-01,2022-09-19,2022-09-16,TRAIN,0,10,20,0,4,4,0.0,0.2,RYTM;KALV;KRUS;GERN;PI;TMDX;NUVL;PAYS;TRDA;SRPT;KYMR;TH;OCUL;SNDX;PGEN;HIMS;ELF;RLMD;ENTA;NSSC,RYTM;KALV;KRUS;GERN;PI;TMDX;NUVL;IDN;PAYS;SMTI;TRDA;SRPT;KYMR;TH;MIST;JAKK;OCUL;SNDX;PGEN;HIMS,,IDN;JAKK;MIST;SMTI,-0.0017386087749151162,-0.007714730575569585,-0.007814730575569586,0.0001
Arm_150M,frente2_piso_tamanho,0,2022-09-19,2022-09-16,2022-10-03,2022-09-30,TRAIN,0,10,20,0,2,2,0.0,0.1,RYTM;IMRX;GERN;TH;RLMD;PI;TMDX;IMNM;PGEN;SRPT;FLNC;VRDN;PAYS;IBRX;ELF;NSSC;KALV;GENI;GLBE;PEN,RYTM;IMRX;GERN;TH;RLMD;JAKK;PI;TMDX;IMNM;PGEN;SRPT;SRG;FLNC;VRDN;PAYS;IBRX;ELF;NSSC;KALV;GENI,,JAKK;SRG,-0.09211047451868744,-0.10260060884752016,-0.10265060884752016,5e-05
Arm_150M,frente2_piso_tamanho,0,2022-10-03,2022-09-30,2022-10-17,2022-10-14,TRAIN,0,10,20,0,3,3,0.0,0.15,RYTM;IMRX;TH;RLMD;ENVX;WFRD;TNK;HLIT;HROW;VRDN;SRPT;PEN;NSSC;VERA;KALV;LMB;WEAV;PHAR;PAYS;PLMR,RYTM;IMRX;TH;RLMD;MNTK;ENVX;WFRD;TNK;HLIT;HROW;VRDN;SRPT;PEN;NSSC;MIST;VERA;KALV;LMB;SMTI;WEAV,,MIST;MNTK;SMTI,-0.16285491067040153,-0.17571559823044836,-0.17579059823044835,7.500000000000001e-05
Arm_150M,frente2_piso_tamanho,0,2022-10-17,2022-10-14,2022-10-31,2022-10-28,TRAIN,0,10,20,0,1,1,0.0,0.05,PLMR;WFRD;NTNX;TNK;HROW;RYTM;WEAV;HLIT;GENI;PEN;SPFI;HLX;LPLA;ICFI;LMB;SRPT;LNG;MUR;VERX;FCNCA,PLMR;WFRD;NTNX;TNK;HROW;RYTM;WEAV;HLIT;KROS;GENI;PEN;SPFI;HLX;LPLA;ICFI;LMB;SRPT;LNG;MUR;VERX,,KROS,0.08090076691216627,0.09073675112983612,0.09071175112983612,2.5e-05
Arm_150M,frente2_piso_tamanho,0,2022-10-31,2022-10-28,2022-11-14,2022-11-11,TRAIN,0,10,20,0,2,2,0.0,0.1,NUVL;IMRX;TNGX;WFRD;HROW;TRDA;RBC;UNM;HLIT;VERX;NTNX;SPNT;HLX;IBKR;URGN;LRMR;HQY;HFWA;LMB;ICFI,NUVL;IMRX;TNGX;WFRD;HROW;KROS;TRDA;RBC;UNM;HLIT;VERX;NTNX;SPNT;HLX;IBKR;URGN;LRMR;RICK;HQY;HFWA,,KROS;RICK,-0.0875734022483399,-0.09413150068609524,-0.09418150068609524,5e-05
Arm_150M,frente2_piso_tamanho,0,2022-11-14,2022-11-11,2022-11-29,2022-11-28,TRAIN,0,10,20,0,2,2,0.0,0.1,WFRD;HLX;MUR;IDYA;OBT;RBC;NUVL;USLM;RMBS;SANM;NTNX;VAL;EME;PCVX;LOPE;ELF;NWFL;SPFI;HFWA;TNGX,WFRD;HLX;MUR;IDYA;OBT;RBC;JILL;NUVL;USLM;RMBS;SANM;NTNX;VAL;SPOK;EME;PCVX;LOPE;ELF;NWFL;SPFI,,JILL;SPOK,-0.017468602887342397,-0.01324252561402511,-0.01329252561402511,5e-05
Arm_150M,frente2_piso_tamanho,0,2022-11-29,2022-11-28,2022-12-13,2022-12-12,TRAIN,0,10,20,0,3,3,0.0,0.15,FDMT;IBEX;IDYA;WFRD;RMBS;TNGX;ELF;OBT;NUVL;GLSI;FBNC;RBC;LOPE;USLM;EME;RNR;HNRG;SANM;NWFL;PACB,FDMT;JILL;IBEX;IDYA;WFRD;RMBS;TNGX;ELF;OBT;NUVL;GLSI;FBNC;RBC;LOPE;RICK;USLM;RELL;EME;RNR;HNRG,,JILL;RELL;RICK,-0.011888591872414391,-0.01344134461505539,-0.01351634461505539,7.500000000000001e-05
Arm_150M,frente2_piso_tamanho,0,2022-12-13,2022-12-12,2022-12-28,2022-12-27,TRAIN,0,10,20,0,5,5,0.0,0.25,MSC;FDMT;TNGX;ROIV;RMBS;IBEX;PBI;POWL;USLM;SLVM;NWFL;KOP;RYAM;RDVT;TR;TIPT;KNSA;MYE;PLBC;PBYI,MSC;FDMT;TNGX;ROIV;RMBS;IBEX;PBI;POWL;JILL;USLM;MGNX;SLVM;RELL;HDSN;FENC;NWFL;KOP;RYAM;RDVT;TR,,FENC;HDSN;JILL;MGNX;RELL,-0.04419349923335633,-0.061421796857661956,-0.061546796857661956,0.000125
Arm_150M,frente2_piso_tamanho,0,2022-12-28,2022-12-27,2023-01-12,2023-01-11,TRAIN,0,10,20,0,3,3,0.0,0.15,VKTX;ROIV;IAG;RYAM;HNRG;TNGX;HLX;WFRD;IAUX;MSC;FDMT;POWL;MTRX;EPAC;MUX;MNKD;STRL;RIG;GLSI;GNW,VKTX;PMTS;ROIV;IAG;RYAM;PROF;HNRG;TNGX;HLX;SMHI;WFRD;IAUX;MSC;FDMT;POWL;MTRX;EPAC;MUX;MNKD;STRL,,PMTS;PROF;SMHI,0.021600187398992218,0.02071046174289682,0.02063546174289682,7.500000000000001e-05
Arm_150M,frente2_piso_tamanho,0,2023-01-12,2023-01-11,2023-01-27,2023-01-26,SW1,1,10,20,0,5,5,0.0,0.25,MSC;IAG;VKTX;MTRX;FDMT;ROIV;POWL;NUTX;RIG;PBI;HLX;VRDN;TNGX;TGTX;LTH;WFRD;FOR;MOD;LOGI;PBYI,PROF;MSC;IAG;VKTX;MTRX;FDMT;ROIV;PACK;PMTS;KRMD;POWL;NUTX;RIG;MITT;PBI;HLX;VRDN;TNGX;TGTX;LTH,,KRMD;MITT;PACK;PMTS;PROF,-0.007280091477776303,0.01781717342296652,0.01769217342296652,0.000125
Arm_150M,frente2_piso_tamanho,0,2023-01-27,2023-01-26,2023-02-10,2023-02-09,SW1,1,10,20,0,4,4,0.0,0.2,MSC;PRAX;RIGL;FDMT;VRDN;TGTX;POET;IMMX;IAG;PPTA;GLSI;KALV;VSTM;RIG;MTRX;LTH;HIMS;POWL;IAUX;PBYI,PROF;MSC;PRAX;RIGL;FDMT;VRDN;TGTX;POET;PACK;IMMX;TNXP;IAG;PPTA;GLSI;KALV;VSTM;KRMD;RIG;MTRX;LTH,,KRMD;PACK;PROF;TNXP,-0.016531381336479033,-0.03426505839840705,-0.034365058398407054,0.0001
Arm_150M,frente2_piso_tamanho,0,2023-02-10,2023-02-09,2023-02-27,2023-02-24,SW1,1,10,20,0,4,4,0.0,0.2,PRCH;MSC;TGTX;IMMX;LRMR;RIGL;STTK;VKTX;GLSI;FDMT;LAB;RIG;LTH;VRDN;RPD;MNDY;HOV;SPOT;KD;PAR,PRCH;MSC;TGTX;IMMX;PROF;LRMR;RIGL;STTK;TNXP;VKTX;GLSI;FDMT;LAB;RPAY;RIG;RENT;LTH;VRDN;RPD;MNDY,,PROF;RENT;RPAY;TNXP,-0.065212340956305,-0.09783951133423126,-0.09793951133423126,0.0001
Arm_150M,frente2_piso_tamanho,0,2023-02-27,2023-02-24,2023-03-13,2023-03-10,SW1,1,10,20,0,3,3,0.0,0.15,MSC;VKTX;MLTX;STTK;MTW;LRMR;OCUL;SKYH;RIGL;TGTX;EOSE;POWL;RIG;WFRD;RBBN;RPD;IDCC;HIMS;SPOT;HROW,PROF;MSC;VKTX;MLTX;RENT;STTK;MTW;LRMR;PESI;OCUL;SKYH;RIGL;TGTX;EOSE;POWL;RIG;WFRD;RBBN;RPD;IDCC,,PESI;PROF;RENT,-0.03515146141320731,-0.04117250886939583,-0.04124750886939583,7.500000000000001e-05
Arm_150M,frente2_piso_tamanho,0,2023-03-13,2023-03-10,2023-03-27,2023-03-24,SW1,1,10,20,0,4,4,0.0,0.2,VKTX;MLTX;SKYH;HRTG;MTW;RIG;RBBN;UVE;SPOT;IDCC;ELA;GHM;PPTA;LPTH;OCUL;SLNO;HLF;HY;RIGL;HOV,PESI;VKTX;MLTX;UNCY;SKYH;HRTG;MTW;PROF;RIG;GEOS;RBBN;UVE;SPOT;IDCC;ELA;GHM;PPTA;LPTH;OCUL;SLNO,,GEOS;PESI;PROF;UNCY,-0.07080028355686843,-0.06511833270005765,-0.06521833270005765,0.0001
Arm_150M,frente2_piso_tamanho,0,2023-03-27,2023-03-24,2023-04-11,2023-04-10,SW1,1,10,20,0,4,4,0.0,0.2,SKYH;IMRX;MLTX;RIOT;EOSE;RELY;MTW;SPOT;HY;NVTS;PERI;UVE;LNTH;NSIT;PDFS;OCUL;IDCC;YEXT;LAB;HIVE,PESI;SKYH;IMRX;MLTX;RIOT;EOSE;RELY;MTW;SPOT;HY;NVTS;PERI;UVE;PLX;LNTH;GEOS;NSIT;SKYX;PDFS;OCUL,,GEOS;PESI;PLX;SKYX,0.01800338892658839,0.045311842313660644,0.04521184231366064,0.0001
Arm_150M,frente2_piso_tamanho,0,2023-04-11,2023-04-10,2023-04-25,2023-04-24,SW1,1,10,20,0,3,3,0.0,0.15,IMRX;LNTH;SOUN;RIOT;PPTA;EOSE;VERX;SOPH;UVE;HROW;SPOT;SKYH;MG;NVTS;MLTX;MSTR;VKTX;PDFS;GHM;LFST,PESI;UNCY;IMRX;GEOS;LNTH;SOUN;RIOT;PPTA;EOSE;VERX;SOPH;UVE;HROW;SPOT;SKYH;MG;NVTS;MLTX;MSTR;VKTX,,GEOS;PESI;UNCY,-0.02781250432808171,-0.056688247342435584,-0.05676324734243558,7.500000000000001e-05
Arm_150M,frente2_piso_tamanho,0,2023-04-25,2023-04-24,2023-05-09,2023-05-08,SW1,1,10,20,0,5,5,0.0,0.25,IMRX;VKTX;MLTX;ELF;LNTH;VERX;HY;HROW;MG;UVE;RELY;PLSE;NAMS;SPNT;ENVX;PLPC;LFST;RDNT;HIMS;THC,IMRX;VKTX;MLTX;PESI;ELF;LNTH;PLX;VERX;HY;NVCT;GEOS;HROW;MG;UVE;RELY;SPOK;PLSE;NAMS;SPNT;ENVX,,GEOS;NVCT;PESI;PLX;SPOK,-0.009151109668191108,-0.0011696155101172585,-0.0012946155101172586,0.000125
Arm_150M,frente2_piso_tamanho,0,2023-05-09,2023-05-08,2023-05-23,2023-05-22,SW1,1,10,20,0,5,5,0.0,0.25,PLSE;VKTX;MLTX;SLNO;HY;LFST;LNTH;PLPC;TGTX;HRTG;STVN;PPTA;SKYW;IMRX;FOR;RELY;RDNT;MLP;LMAT;VERX,PLSE;PLX;VKTX;MLTX;SLNO;SPOK;HY;LFST;LNTH;PLPC;TGTX;HRTG;UNCY;STVN;PPTA;SKYW;GEOS;IMRX;RXST;FOR,,GEOS;PLX;RXST;SPOK;UNCY,0.014786251022296634,0.012371690558721195,0.012246690558721195,0.000125
Arm_150M,frente2_piso_tamanho,0,2023-05-23,2023-05-22,2023-06-07,2023-06-06,SW1,1,10,20,0,6,6,0.0,0.3,SLNO;PLSE;HRTG;VKTX;HY;PLPC;LNTH;LMB;RELY;SANA;LFST;NVTS;RIOT;PPTA;FOR;FCNCA;NABL;MLP;WEAV;STNE,SLNO;LODE;RXST;PLSE;HRTG;VYGR;VKTX;HY;PLPC;LNTH;LMB;NVCT;RELY;SANA;GEOS;LFST;NVTS;RIOT;UNCY;PPTA,,GEOS;LODE;NVCT;RXST;UNCY;VYGR,-0.0158300003567158,-0.012165742554543389,-0.01231574255454339,0.00015000000000000001
Arm_150M,frente2_piso_tamanho,0,2023-06-07,2023-06-06,2023-06-22,2023-06-21,SW1,1,10,20,0,5,5,0.0,0.25,SLNO;FCNCA;VKTX;LMB;SKYW;LFST;ECX;KRYS;FOR;PLSE;SANA;KOPN;PACB;WEAV;JOBY;HLLY;NU;KBH;ELF;KGC,MVIS;SLNO;RXST;LODE;FCNCA;VKTX;LMB;SKYW;LFST;ECX;KRYS;FOR;NVCT;PLSE;SANA;NYXH;KOPN;PACB;WEAV;JOBY,,LODE;MVIS;NVCT;NYXH;RXST,0.0025320274249767977,-0.024714204240231793,-0.024839204240231793,0.000125
Arm_150M,frente2_piso_tamanho,0,2023-06-22,2023-06-21,2023-07-07,2023-07-06,SW1,1,10,20,0,5,5,0.0,0.25,SKYW;SLNO;GHRS;ROOT;KOPN;VERA;FCNCA;PHAT;NU;VKTX;UPST;WEAV;JOBY;VRT;NAUT;IDYA;PKOH;KRYS;KRNT;W,LFMD;SKYW;LFCR;SLNO;LODE;GHRS;ROOT;KOPN;VERA;FCNCA;PHAT;NU;VKTX;UPST;RCMT;WEAV;JOBY;VRT;RXST;NAUT,,LFCR;LFMD;LODE;RCMT;RXST,-0.0008259921743539806,0.014429461679448774,0.014304461679448774,0.000125
Arm_150M,frente2_piso_tamanho,0,2023-07-07,2023-07-06,2023-07-21,2023-07-20,SW1,1,10,20,0,6,6,0.0,0.3,WEAV;TMC;VERA;HUT;JOBY;VRT;MLTX;SKYW;RGTI;NU;PHAT;ROOT;UPST;KOPN;STRL;HLLY;PLAB;NUVL;SLNO;KRNT,LFMD;LFCR;WEAV;TMC;VERA;HUT;JOBY;VRT;MLTX;LNZA;SKYW;RGTI;LODE;NU;PHAT;RXST;ROOT;UPST;RCMT;KOPN,,LFCR;LFMD;LNZA;LODE;RCMT;RXST,0.08490356192908113,0.05012529623203179,0.04997529623203179,0.00015000000000000001
Arm_150M,frente2_piso_tamanho,0,2023-07-21,2023-07-20,2023-08-04,2023-08-03,SW1,1,10,20,0,2,2,0.0,0.1,UPST;RGTI;VERA;WEAV;HLLY;VRT;PGY;ROOT;MLTX;RIVN;RXRX;RKLB;JOBY;HUT;SIRI;REAL;PCT;W;KOPN;ILPT,UPST;RGTI;VERA;LFCR;WEAV;HLLY;VRT;PGY;ROOT;MLTX;RIVN;RXRX;RKLB;JOBY;HUT;SIRI;REAL;MPAA;PCT;W,,LFCR;MPAA,0.014010416589995616,0.015372647483453494,0.015322647483453494,5e-05
